Project,Model,Task,R_Squared,R_Squared_X,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_25_X,PRED_50,PRED_50_X,T_Records
nova,Line_CC,RELEASE,0.63,,0.61,500.88,1497970.11,1223.92,0.31,0.25,0.5,0.44,144
nova,Line_EC,RELEASE,0.78,,0.77,1104.21,7205133.92,2684.24,0.36,0.29,0.56,0.44,144
nova,Line_CC,SUPPORT,0.56,,0.54,1961.51,16212311.14,4026.45,0.33,0.27,0.54,0.51,154
nova,Line_EC,SUPPORT,-1.37,,-1.5,6862.68,305176576.0,17469.3,0.28,0.28,0.51,0.47,154
nova,Line_CC,OTHER,0.21,,0.18,359950.12,951588072126.15,975493.76,0.17,0.13,0.33,0.25,207
nova,Line_EC,OTHER,0.65,,0.64,179406.09,224790876983.71,474121.16,0.29,0.26,0.44,0.37,207
angular.js,Line_CC,BUG,0.78,,0.77,4978.35,121188574.7,11008.57,0.24,0.22,0.41,0.5,196
angular.js,Line_EC,BUG,0.3,,0.27,3780.35,118353475.95,10879.04,0.23,0.19,0.4,0.32,196
angular.js,Line_CC,DOCS,0.33,,0.3,13479.35,1766206801.5,42026.26,0.21,0.15,0.27,0.25,191
angular.js,Line_EC,DOCS,-0.05,,-0.1,9150.51,1385102481.32,37216.96,0.26,0.18,0.45,0.31,191
angular.js,Line_CC,REFACTOR,0.46,,0.43,5147.96,122244561.22,11056.43,0.23,0.2,0.44,0.31,153
angular.js,Line_EC,REFACTOR,0.88,,0.87,407.24,1241606.81,1114.27,0.44,0.2,0.48,0.25,153
angular.js,Line_CC,TESTING,0.71,,0.69,1926.65,9664832.67,3108.83,0.28,0.15,0.48,0.33,158
angular.js,Line_EC,TESTING,0.4,,0.37,269.32,272571.87,522.08,0.28,0.14,0.36,0.31,158
angular.js,Line_CC,FEATURE,0.56,,0.53,4087.47,58038744.19,7618.32,0.29,0.26,0.39,0.41,152
angular.js,Line_EC,FEATURE,0.96,,0.96,380.05,649207.24,805.73,0.23,0.37,0.46,0.48,152
angular.js,Line_CC,UPGRADE,0.1,,0.0,9632.43,255293645.62,15977.91,0.19,0.13,0.29,0.17,84
angular.js,Line_EC,UPGRADE,0.42,,0.36,180.47,115464.59,339.8,0.07,0.15,0.27,0.19,84
angular.js,Line_CC,RELEASE,0.55,,0.52,105.32,37021.25,192.41,0.25,0.27,0.38,0.35,126
angular.js,Line_EC,RELEASE,-3.27,,-3.56,1.9,37.48,6.12,0.44,0.56,0.67,0.69,126
angular.js,Line_CC,SUPPORT,0.06,,-0.17,70.53,11514.55,107.31,0.18,0.24,0.27,0.46,41
angular.js,Line_EC,SUPPORT,1.0,,1.0,0.04,0.0,0.06,1.0,0.8,1.0,0.8,41
angular.js,Line_CC,OTHER,0.58,,0.56,12033.32,441558728.05,21013.3,0.24,0.17,0.41,0.29,182
angular.js,Line_EC,OTHER,0.46,,0.43,3564.6,128539967.52,11337.55,0.17,0.16,0.43,0.27,182
lock,Line_CC,BUG,0.97,,0.97,145.99,50404.87,224.51,0.14,0.12,0.19,0.2,168
lock,Line_EC,BUG,-0.26,,-0.32,906.03,6498482.23,2549.21,0.14,0.11,0.31,0.2,168
lock,Line_CC,DOCS,0.0,,2.0,6.91,47.7,6.91,1.0,0.62,1.0,0.62,8
lock,Line_EC,DOCS,0.0,,2.0,0.77,0.6,0.77,1.0,0.62,1.0,0.75,8
lock,Line_CC,REFACTOR,0.0,,2.0,5.91,49.16,7.01,0.5,0.6,1.0,0.6,5
lock,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,5
lock,Line_CC,TESTING,0.97,,0.96,786.47,1407642.32,1186.44,0.29,0.17,0.36,0.2,54
lock,Line_EC,TESTING,-1091.76,,-1290.44,8421.79,486242940.01,22050.92,0.5,0.31,0.5,0.38,54
lock,Line_CC,FEATURE,-15.44,,-26.4,250.94,220825.78,469.92,0.0,0.0,0.0,0.0,21
lock,Line_EC,FEATURE,-15.05,,-25.75,8190.26,104340132.32,10214.7,0.0,0.0,0.0,0.0,21
lock,Line_CC,UPGRADE,-18838.44,,-26374.22,358.6,381204.33,617.42,0.12,0.24,0.38,0.34,29
lock,Line_EC,UPGRADE,-7450.3,,-10430.82,9955.01,210018060.58,14492.0,0.0,0.1,0.0,0.1,29
lock,Line_CC,RELEASE,0.97,,0.97,47.11,13760.62,117.31,0.32,0.2,0.47,0.35,239
lock,Line_EC,RELEASE,0.27,,0.24,140.57,129937.51,360.47,0.26,0.31,0.47,0.44,239
lock,Line_CC,SUPPORT,-306.46,,-362.36,393.56,1603938.18,1266.47,0.14,0.22,0.14,0.28,54
lock,Line_EC,SUPPORT,-225.07,,-266.17,361.3,1036521.87,1018.1,0.4,0.26,0.4,0.47,54
lock,Line_CC,OTHER,0.96,,0.96,702.9,2668157.41,1633.45,0.09,0.1,0.33,0.18,220
lock,Line_EC,OTHER,-0.52,,-0.58,4347.71,131266320.41,11457.15,0.1,0.07,0.17,0.18,220
kubernetes,Line_CC,BUG,0.44,,0.42,2172.89,24756586.72,4975.6,0.14,0.14,0.38,0.29,307
kubernetes,Line_EC,BUG,-0.1,,-0.13,24243.22,4092421852.7,63972.04,0.08,0.07,0.16,0.12,307
kubernetes,Line_CC,DOCS,0.12,,0.08,14902.9,412611362.37,20312.84,0.12,0.09,0.27,0.2,204
kubernetes,Line_EC,DOCS,0.8,,0.79,3899.29,47659812.26,6903.61,0.23,0.16,0.36,0.27,204
kubernetes,Line_CC,REFACTOR,0.31,,0.27,3795.93,53932248.75,7343.86,0.22,0.17,0.42,0.33,159
kubernetes,Line_EC,REFACTOR,0.26,,0.22,1398.93,4404112.15,2098.6,0.19,0.12,0.25,0.25,159
kubernetes,Line_CC,TESTING,0.27,,0.25,18200.6,3798934956.47,61635.5,0.21,0.21,0.38,0.37,262
kubernetes,Line_EC,TESTING,0.5,,0.48,20674.98,4134590285.57,64300.78,0.17,0.14,0.3,0.25,262
kubernetes,Line_CC,FEATURE,0.3,,0.26,427.29,495115.76,703.64,0.14,0.12,0.31,0.21,142
kubernetes,Line_EC,FEATURE,0.37,,0.33,286.69,360906.16,600.75,0.17,0.06,0.26,0.17,142
kubernetes,Line_CC,UPGRADE,0.18,,0.15,4662.21,123813453.93,11127.15,0.18,0.11,0.32,0.21,225
kubernetes,Line_EC,UPGRADE,0.5,,0.48,3714.84,77639301.76,8811.32,0.26,0.14,0.39,0.21,225
kubernetes,Line_CC,RELEASE,0.11,,0.09,22021.64,2069723198.17,45494.21,0.04,0.01,0.07,0.02,304
kubernetes,Line_EC,RELEASE,0.19,,0.17,15393.86,1434131166.18,37869.92,0.03,0.01,0.11,0.03,304
kubernetes,Line_CC,SUPPORT,0.03,,-0.01,10901.16,999530299.16,31615.35,0.11,0.16,0.24,0.27,219
kubernetes,Line_EC,SUPPORT,0.37,,0.35,39175.05,11891260954.17,109047.06,0.18,0.1,0.23,0.21,219
kubernetes,Line_CC,OTHER,0.72,,0.72,36667.83,5618657448.63,74957.7,0.14,0.16,0.3,0.28,471
kubernetes,Line_EC,OTHER,0.21,,0.2,106934.09,98281587905.12,313498.94,0.15,0.09,0.29,0.21,471
mesos,Line_CC,BUG,0.92,,0.91,434.55,646478.41,804.04,0.63,0.48,0.81,0.79,105
mesos,Line_EC,BUG,0.75,,0.73,446.78,1077909.83,1038.22,0.45,0.42,0.85,0.69,105
mesos,Line_CC,DOCS,0.77,,0.74,707.23,4276084.04,2067.87,0.53,0.37,0.63,0.53,76
mesos,Line_EC,DOCS,0.63,,0.58,887.12,3995442.92,1998.86,0.37,0.31,0.58,0.45,76
mesos,Line_CC,REFACTOR,0.75,,0.72,934.57,3232044.78,1797.79,0.44,0.42,0.61,0.59,71
mesos,Line_EC,REFACTOR,0.75,,0.72,528.02,1986565.61,1409.46,0.64,0.49,0.93,0.71,71
mesos,Line_CC,TESTING,0.84,,0.82,2423.81,27177791.71,5213.23,0.48,0.45,0.74,0.62,89
mesos,Line_EC,TESTING,0.73,,0.7,1892.28,19800139.32,4449.73,0.39,0.4,0.78,0.73,89
mesos,Line_CC,FEATURE,-4.45,,-6.01,37.82,3494.77,59.12,0.5,0.57,0.5,0.59,37
mesos,Line_EC,FEATURE,0.99,,0.99,2.55,17.85,4.22,0.57,0.67,0.86,0.83,37
mesos,Line_CC,UPGRADE,0.12,,0.0,4220.69,78672502.44,8869.75,0.17,0.11,0.39,0.25,71
mesos,Line_EC,UPGRADE,-0.01,,-0.14,4348.31,90245121.4,9499.74,0.44,0.18,0.5,0.27,71
mesos,Line_CC,RELEASE,0.76,,0.73,245.53,82172.14,286.66,0.26,0.16,0.58,0.38,73
mesos,Line_EC,RELEASE,0.49,,0.43,281.74,152696.14,390.76,0.32,0.21,0.58,0.43,73
mesos,Line_CC,SUPPORT,0.77,,0.74,719.27,1735854.39,1317.52,0.53,0.34,0.63,0.7,74
mesos,Line_EC,SUPPORT,0.44,,0.37,564.73,1473366.48,1213.82,0.5,0.32,0.69,0.61,74
mesos,Line_CC,OTHER,0.93,,0.92,6530.17,165977193.92,12883.21,0.46,0.39,0.61,0.6,109
mesos,Line_EC,OTHER,0.89,,0.88,4385.43,55685649.51,7462.28,0.4,0.35,0.52,0.55,109
Odin,Line_CC,BUG,-5.0,,7.0,1213.26,1766314.17,1329.03,0.0,0.0,0.5,0.33,6
Odin,Line_EC,BUG,-2.02,,4.02,159.04,37837.72,194.52,0.5,0.17,0.5,0.17,6
nixpkgs,Line_CC,BUG,0.84,,0.79,1477.07,3876482.38,1968.88,0.2,0.27,0.7,0.49,37
nixpkgs,Line_EC,BUG,0.12,,-0.13,3098.35,83694857.29,9148.49,0.1,0.08,0.4,0.32,37
nixpkgs,Line_CC,DOCS,-0.3,,-0.95,1401.5,10265766.26,3204.02,0.14,0.04,0.43,0.2,25
nixpkgs,Line_EC,DOCS,-0.1,,-0.65,658.1,2456896.83,1567.45,0.0,0.07,0.4,0.21,25
nixpkgs,Line_CC,REFACTOR,0.27,,-0.46,2336.71,23519282.05,4849.67,0.2,0.06,0.2,0.11,18
nixpkgs,Line_EC,REFACTOR,-0.36,,-1.72,548.05,920076.74,959.21,0.4,0.11,0.4,0.17,18
nixpkgs,Line_CC,TESTING,-0.24,,-0.65,3299.54,36788836.61,6065.38,0.0,0.09,0.11,0.21,33
nixpkgs,Line_EC,TESTING,0.5,,0.33,282.8,286647.68,535.39,0.0,0.14,0.33,0.29,33
nixpkgs,Line_CC,FEATURE,-18425.64,,-27638.96,19991.85,1361190548.18,36894.32,0.0,0.08,0.0,0.12,25
nixpkgs,Line_EC,FEATURE,-3.1,,-5.15,2.48,24.6,4.96,0.0,0.1,0.0,0.1,25
nixpkgs,Line_CC,UPGRADE,-8.01,,-11.01,969.52,2423105.34,1556.63,0.0,0.19,0.11,0.31,36
nixpkgs,Line_EC,UPGRADE,0.55,,0.4,77.1,48638.17,220.54,0.33,0.06,0.33,0.25,36
nixpkgs,Line_CC,RELEASE,-0.19,,-0.67,159.17,49474.82,222.43,0.25,0.19,0.75,0.47,32
nixpkgs,Line_EC,RELEASE,-0.13,,-0.58,35.14,6948.42,83.36,0.0,0.0,0.0,0.05,32
nixpkgs,Line_CC,SUPPORT,0.81,,0.75,245.82,283828.0,532.76,0.56,0.21,0.78,0.5,34
nixpkgs,Line_EC,SUPPORT,0.7,,0.6,226.94,234577.37,484.33,0.17,0.2,0.5,0.35,34
nixpkgs,Line_CC,OTHER,0.71,,0.63,26698.63,1424342657.54,37740.46,0.3,0.29,0.4,0.42,38
nixpkgs,Line_EC,OTHER,0.38,,0.2,8955.67,402015394.23,20050.32,0.1,0.24,0.2,0.34,38
react,Line_CC,BUG,-8.14,,-8.97,6938.87,494779864.11,22243.65,0.08,0.09,0.16,0.19,98
react,Line_EC,BUG,-6.49,,-7.17,63791.81,27252999642.7,165084.83,0.15,0.11,0.23,0.18,98
react,Line_CC,DOCS,-11.29,,-13.05,8070.22,178006527.43,13341.91,0.06,0.06,0.12,0.14,66
react,Line_EC,DOCS,-1335.56,,-1526.5,43379.4,19960118214.69,141280.28,0.5,0.22,0.5,0.22,66
react,Line_CC,REFACTOR,0.07,,-0.4,631.03,1147373.6,1071.16,0.14,0.08,0.29,0.16,25
react,Line_EC,REFACTOR,0.12,,-0.32,12488.1,576555418.02,24011.57,0.0,0.0,0.0,0.0,25
react,Line_CC,TESTING,0.45,,0.37,6458.52,301867367.85,17374.33,0.25,0.19,0.44,0.31,64
react,Line_EC,TESTING,0.22,,0.1,87494.54,62081366792.77,249161.33,0.29,0.17,0.29,0.29,64
react,Line_CC,FEATURE,-0.03,,-0.72,1856.82,16481344.18,4059.72,0.0,0.05,0.0,0.18,22
react,Line_EC,FEATURE,0.28,,-0.2,32304.34,4971653378.51,70509.95,0.0,0.18,0.0,0.18,22
react,Line_CC,UPGRADE,-0.41,,-0.88,259.6,215415.26,464.13,0.22,0.03,0.33,0.09,34
react,Line_EC,UPGRADE,0.99,,0.99,263.61,346717.52,588.83,0.5,0.43,0.5,0.57,34
react,Line_CC,RELEASE,0.27,,0.16,2211.15,19367838.37,4400.89,0.25,0.15,0.31,0.28,61
react,Line_EC,RELEASE,0.12,,-0.02,6573.07,422688504.86,20559.39,0.0,0.0,0.0,0.14,61
react,Line_CC,SUPPORT,0.16,,-0.03,1313.1,8412952.43,2900.51,0.17,0.04,0.25,0.15,47
react,Line_EC,SUPPORT,0.57,,0.47,11481.13,691246837.08,26291.57,0.29,0.08,0.43,0.33,47
react,Line_CC,OTHER,-0.21,,-0.31,11451.31,647842088.51,25452.74,0.14,0.14,0.29,0.27,111
react,Line_EC,OTHER,0.33,,0.28,37437.95,8838282335.67,94012.14,0.13,0.15,0.27,0.23,111
brew,Line_CC,BUG,0.1,,0.01,175.83,266369.11,516.11,0.14,0.06,0.18,0.15,86
brew,Line_EC,BUG,-0.05,,-0.16,1216.1,21183088.7,4602.51,0.05,0.02,0.1,0.02,86
brew,Line_CC,DOCS,-0.06,,-0.25,107.35,91864.81,303.09,0.07,0.09,0.14,0.13,55
brew,Line_EC,DOCS,-29.19,,-34.68,12.71,438.64,20.94,0.0,0.06,0.14,0.11,55
brew,Line_CC,REFACTOR,-33.64,,-50.96,55.26,6450.67,80.32,0.14,0.0,0.14,0.04,27
brew,Line_EC,REFACTOR,0.0,,-0.5,0.16,0.12,0.34,0.0,0.0,0.0,0.0,27
brew,Line_CC,TESTING,0.99,,0.99,32.58,2970.14,54.5,0.06,0.08,0.12,0.14,66
brew,Line_EC,TESTING,-0.26,,-0.44,183.47,167310.93,409.04,0.0,0.02,0.0,0.04,66
brew,Line_CC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,10
brew,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,10
brew,Line_CC,UPGRADE,-0.12,,-0.27,6.0,93.52,9.67,0.06,0.06,0.06,0.1,71
brew,Line_EC,UPGRADE,-0.12,,-0.27,4.4,175.19,13.24,0.0,0.0,0.0,0.03,71
brew,Line_CC,RELEASE,0.0,,2.0,0.67,0.44,0.67,0.0,0.0,0.0,0.0,8
brew,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,8
brew,Line_CC,SUPPORT,-0.21,,-1.42,65.67,18674.18,136.65,0.0,0.0,0.0,0.0,20
brew,Line_EC,SUPPORT,-0.25,,-1.5,0.4,0.8,0.89,0.0,0.0,0.0,0.0,20
brew,Line_CC,OTHER,-0.3,,-0.41,1702.87,15944100.42,3993.01,0.07,0.04,0.11,0.11,107
brew,Line_EC,OTHER,0.13,,0.06,1084.84,20934128.07,4575.38,0.04,0.04,0.07,0.1,107
cinder,Line_CC,BUG,-0.27,,-0.34,12875.66,763344317.97,27628.69,0.32,0.18,0.48,0.32,158
cinder,Line_EC,BUG,-0.39,,-0.47,36233.81,6817788197.4,82569.9,0.28,0.19,0.38,0.27,158
cinder,Line_CC,DOCS,0.93,,0.92,364.18,459654.17,677.98,0.43,0.44,0.62,0.59,82
cinder,Line_EC,DOCS,0.95,,0.94,582.18,910138.86,954.01,0.48,0.21,0.57,0.4,82
cinder,Line_CC,REFACTOR,0.53,,0.46,3900.34,21980074.45,4688.29,0.19,0.15,0.38,0.41,61
cinder,Line_EC,REFACTOR,0.53,,0.46,4921.8,40541175.96,6367.2,0.19,0.13,0.31,0.36,61
cinder,Line_CC,TESTING,0.81,,0.8,1642.63,6401746.44,2530.17,0.29,0.26,0.55,0.5,121
cinder,Line_EC,TESTING,0.7,,0.68,3055.44,23590727.16,4857.03,0.1,0.17,0.48,0.34,121
cinder,Line_CC,FEATURE,0.93,,0.92,374.48,200164.05,447.4,0.53,0.28,0.53,0.53,57
cinder,Line_EC,FEATURE,0.82,,0.79,489.38,538393.14,733.75,0.4,0.32,0.53,0.49,57
cinder,Line_CC,UPGRADE,-0.23,,-0.37,443.79,655725.93,809.77,0.35,0.18,0.4,0.3,80
cinder,Line_EC,UPGRADE,0.76,,0.73,168.2,53907.59,232.18,0.25,0.3,0.45,0.42,80
cinder,Line_CC,RELEASE,0.46,,0.4,360.28,298444.14,546.3,0.2,0.2,0.4,0.36,80
cinder,Line_EC,RELEASE,0.6,,0.55,820.84,1942597.02,1393.77,0.05,0.19,0.25,0.35,80
cinder,Line_CC,SUPPORT,0.96,,0.96,1291.98,4283166.32,2069.58,0.39,0.39,0.68,0.63,122
cinder,Line_EC,SUPPORT,0.92,,0.91,1535.35,8767643.51,2961.02,0.39,0.37,0.55,0.57,122
cinder,Line_CC,OTHER,0.09,,0.04,226591.89,311135845000.72,557795.52,0.12,0.09,0.29,0.18,161
cinder,Line_EC,OTHER,0.18,,0.14,115401.23,133745498225.09,365712.32,0.32,0.2,0.44,0.35,161
elasticsearch,Line_CC,BUG,0.94,,0.94,2709.71,53657973.42,7325.16,0.66,0.61,0.82,0.79,149
elasticsearch,Line_EC,BUG,1.0,,1.0,2691.89,59142113.4,7690.39,0.58,0.53,0.58,0.62,149
elasticsearch,Line_CC,DOCS,0.97,,0.97,3049.77,32934510.02,5738.86,0.59,0.56,0.7,0.67,148
elasticsearch,Line_EC,DOCS,0.99,,0.99,9852.81,925863909.16,30428.01,0.58,0.59,0.58,0.73,148
elasticsearch,Line_CC,REFACTOR,0.99,,0.99,851.69,3077449.49,1754.27,0.85,0.71,0.93,0.8,108
elasticsearch,Line_EC,REFACTOR,1.0,,1.0,2925.09,128117144.28,11318.88,0.69,0.67,0.77,0.72,108
elasticsearch,Line_CC,TESTING,0.96,,0.96,3118.42,58932834.04,7676.77,0.56,0.69,0.69,0.76,144
elasticsearch,Line_EC,TESTING,0.99,,0.99,18999.13,2356401482.14,48542.78,0.52,0.63,0.57,0.75,144
elasticsearch,Line_CC,FEATURE,0.81,,0.79,2584.79,18110096.13,4255.6,0.37,0.34,0.41,0.48,105
elasticsearch,Line_EC,FEATURE,0.91,,0.9,24780.48,3288403673.4,57344.6,0.43,0.63,0.43,0.63,105
elasticsearch,Line_CC,UPGRADE,0.92,,0.91,1174.6,3513267.71,1874.37,0.55,0.55,0.73,0.73,132
elasticsearch,Line_EC,UPGRADE,0.96,,0.96,8814.47,795212263.08,28199.51,0.54,0.6,0.58,0.66,132
elasticsearch,Line_CC,RELEASE,0.86,,0.85,692.15,1471982.2,1213.25,0.69,0.59,0.81,0.67,142
elasticsearch,Line_EC,RELEASE,0.89,,0.88,1626.48,20149534.36,4488.82,0.74,0.64,0.74,0.7,142
elasticsearch,Line_CC,SUPPORT,0.98,,0.98,2394.78,26584806.61,5156.05,0.55,0.68,0.73,0.76,131
elasticsearch,Line_EC,SUPPORT,0.99,,0.99,18530.02,3526812277.19,59386.97,0.62,0.65,0.62,0.72,131
elasticsearch,Line_CC,OTHER,0.94,,0.94,45832.85,10909452830.07,104448.33,0.63,0.51,0.74,0.71,150
elasticsearch,Line_EC,OTHER,1.0,,1.0,62062.91,24190783993.92,155533.87,0.68,0.56,0.85,0.64,150
cf-deployment,Line_CC,BUG,-3.84,,-4.58,160.27,99400.41,315.28,0.06,0.05,0.19,0.11,64
cf-deployment,Line_EC,BUG,-1.32,,-1.68,8.68,215.32,14.67,0.0,0.05,0.0,0.13,64
cf-deployment,Line_CC,DOCS,-36.97,,-112.91,142.51,54373.57,233.18,0.0,0.06,0.0,0.19,16
cf-deployment,Line_EC,DOCS,-0.84,,-4.52,33.92,1493.18,38.64,0.25,0.08,0.75,0.15,16
cf-deployment,Line_CC,REFACTOR,-412.28,,414.28,268.78,75319.52,274.44,0.0,0.4,0.0,0.4,5
cf-deployment,Line_EC,REFACTOR,-29.64,,31.64,73.5,5584.5,74.73,0.0,0.0,0.0,0.0,5
cf-deployment,Line_CC,TESTING,-0.06,,-0.18,1044.0,13945760.3,3734.4,0.05,0.14,0.2,0.23,79
cf-deployment,Line_EC,TESTING,-0.85,,-1.07,55.33,9624.77,98.11,0.0,0.06,0.0,0.13,79
cf-deployment,Line_CC,FEATURE,,,,9.0,81.0,9.0,0.0,0.0,0.0,0.0,2
cf-deployment,Line_EC,FEATURE,,,,11.0,121.0,11.0,0.0,0.0,0.0,0.0,2
cf-deployment,Line_CC,UPGRADE,-1.28,,3.28,51.96,4815.84,69.4,0.0,0.0,0.5,0.0,8
cf-deployment,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,8
cf-deployment,Line_CC,RELEASE,0.36,,0.32,702.53,7408398.76,2721.84,0.31,0.2,0.46,0.52,140
cf-deployment,Line_EC,RELEASE,-99.47,,-105.75,19.36,10152.55,100.76,0.0,0.09,0.17,0.18,140
cf-deployment,Line_CC,SUPPORT,0.16,,-0.26,141.33,40768.97,201.91,0.14,0.04,0.29,0.08,25
cf-deployment,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,25
cf-deployment,Line_CC,OTHER,-8.98,,-9.6,965.7,5364729.97,2316.19,0.17,0.17,0.37,0.32,139
cf-deployment,Line_EC,OTHER,-0.11,,-0.18,280.82,637615.6,798.51,0.21,0.08,0.32,0.17,139
office-js,Line_CC,BUG,0.84,,0.73,1.85,10.31,3.21,1.0,0.9,1.0,0.9,21
office-js,Line_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,21
d3,Line_CC,BUG,0.33,,0.27,234.5,155931.47,394.88,0.07,0.15,0.3,0.27,107
d3,Line_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.5,107
socket.io,Line_CC,BUG,-2.82,,-10.46,38.6,2366.83,48.65,0.25,0.07,0.25,0.14,14
socket.io,Line_EC,BUG,-1.45,,-6.35,1612.59,4963929.93,2227.99,0.0,0.0,0.0,0.14,14
socket.io,Line_CC,DOCS,0.38,,0.38,831.16,1959268.13,1399.74,0.33,0.09,0.33,0.27,11
socket.io,Line_EC,DOCS,0.3,,0.3,51035.98,7612160541.45,87247.7,0.0,0.0,0.0,0.09,11
webpack,Line_CC,BUG,0.8,,0.79,249.17,759929.29,871.74,0.18,0.19,0.29,0.32,285
webpack,Line_EC,BUG,-0.69,,-0.74,9747.36,1805194926.53,42487.59,0.13,0.03,0.13,0.05,285
webpack,Line_CC,DOCS,0.86,,0.58,283.26,264426.26,514.22,0.0,0.08,0.5,0.23,13
webpack,Line_EC,DOCS,0.0,,-2.0,19.0,1443.49,37.99,0.0,0.0,0.0,0.0,13
webpack,Line_CC,REFACTOR,0.99,,0.99,458.01,542653.41,736.65,0.42,0.37,0.47,0.44,73
webpack,Line_EC,REFACTOR,-6128.33,,-6894.5,396.81,2694460.4,1641.48,0.0,0.0,0.0,0.03,73
webpack,Line_CC,TESTING,0.72,,0.7,442.3,1165911.52,1079.77,0.13,0.27,0.18,0.43,150
webpack,Line_EC,TESTING,-0.09,,-0.15,267.98,1324642.97,1150.93,0.3,0.21,0.35,0.35,150
webpack,Line_CC,FEATURE,0.07,,-0.03,269.14,925874.24,962.22,0.42,0.32,0.53,0.39,81
webpack,Line_EC,FEATURE,-0.06,,-0.18,221.85,913319.5,955.68,0.0,0.0,0.0,0.02,81
webpack,Line_CC,UPGRADE,-0.58,,-1.03,314.57,194383.09,440.89,0.0,0.0,0.0,0.05,40
webpack,Line_EC,UPGRADE,0.56,,0.43,0.93,2.55,1.6,0.14,0.2,0.29,0.32,40
jekyll,Line_CC,BUG,0.47,,0.4,243.3,329526.98,574.04,0.28,0.16,0.5,0.28,69
jekyll,Line_EC,BUG,-5.63,,-6.51,593.22,2678057.41,1636.48,0.25,0.13,0.25,0.26,69
jekyll,Line_CC,DOCS,-1.16,,-1.59,273.95,155778.92,394.69,0.15,0.18,0.38,0.28,50
jekyll,Line_EC,DOCS,-0.43,,-0.72,790.89,3583869.85,1893.11,0.0,0.0,0.0,0.05,50
jekyll,Line_CC,REFACTOR,-2.05,,-3.57,63.45,6003.03,77.48,0.14,0.18,0.29,0.29,28
jekyll,Line_EC,REFACTOR,0.83,,0.74,4.31,129.83,11.39,0.0,0.0,1.0,0.0,28
jekyll,Line_CC,TESTING,-2.34,,-2.9,90.22,44840.7,211.76,0.4,0.25,0.67,0.5,60
jekyll,Line_EC,TESTING,0.94,,0.93,41.25,11314.46,106.37,0.57,0.29,0.57,0.43,60
jekyll,Line_CC,FEATURE,0.11,,-0.78,151.23,57611.99,240.02,0.4,0.25,0.4,0.3,20
jekyll,Line_EC,FEATURE,-0.66,,-2.32,1627.37,6620859.92,2573.1,0.0,0.0,0.0,0.0,20
jekyll,Line_CC,UPGRADE,0.17,,-0.16,37.05,2785.39,52.78,0.0,0.1,0.25,0.16,31
jekyll,Line_EC,UPGRADE,0.87,,0.82,86.2,59088.02,243.08,0.0,0.08,1.0,0.42,31
