Project,Model,Task,R_Squared,R_Squared_X,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_25_X,PRED_50,PRED_50_X,T_Records
jekyll,Line_CC,RELEASE,0.41,,0.34,89.92,16914.09,130.05,0.14,0.13,0.24,0.25,84
jekyll,Line_EC,RELEASE,-54.86,,-61.07,90.79,88688.97,297.81,0.0,0.42,0.0,0.42,84
jekyll,Line_CC,SUPPORT,0.3,,0.02,95.78,28435.84,168.63,0.12,0.22,0.38,0.31,32
jekyll,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,32
jekyll,Line_CC,OTHER,0.71,,0.68,820.99,1685446.65,1298.25,0.17,0.11,0.39,0.29,89
jekyll,Line_EC,OTHER,0.05,,-0.04,1040.52,8341010.85,2888.08,0.21,0.22,0.29,0.27,89
requests,Line_CC,BUG,-0.12,,-0.31,71.16,27226.91,165.01,0.0,0.09,0.13,0.21,57
requests,Line_EC,BUG,-0.01,,-0.18,52.33,24336.79,156.0,0.09,0.14,0.18,0.33,57
requests,Line_CC,DOCS,-5.81,,-8.53,20.24,1020.3,31.94,0.12,0.0,0.12,0.13,31
requests,Line_EC,DOCS,-0.87,,-1.62,9.51,260.53,16.14,0.25,0.06,0.5,0.19,31
requests,Line_CC,REFACTOR,,,,10.08,101.61,10.08,0.0,0.0,0.0,0.0,3
requests,Line_EC,REFACTOR,,,,3.41,11.61,3.41,0.0,0.0,0.0,0.0,3
requests,Line_CC,TESTING,-208.42,,-268.25,566.58,1067525.73,1033.21,0.1,0.05,0.1,0.1,39
requests,Line_EC,TESTING,0.49,,0.34,18.51,723.05,26.89,0.0,0.17,0.43,0.35,39
requests,Line_CC,FEATURE,,,,0.0,0.0,0.0,,,,,2
requests,Line_EC,FEATURE,,,,0.0,0.0,0.0,,,,,2
requests,Line_CC,UPGRADE,-3.34,,5.34,55.35,4587.54,67.73,0.0,0.0,0.0,0.0,7
requests,Line_EC,UPGRADE,0.0,,2.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,7
requests,Line_CC,RELEASE,-0.12,,-2.36,4.4,34.58,5.88,0.25,0.07,0.25,0.27,15
requests,Line_EC,RELEASE,-0.39,,-3.17,5.27,49.97,7.07,0.0,0.0,0.0,0.08,15
requests,Line_CC,SUPPORT,-178.25,,-178.25,119.08,21549.36,146.8,0.33,0.33,0.33,0.5,12
requests,Line_EC,SUPPORT,-5.58,,-5.58,16.0,707.21,26.59,0.0,0.09,0.0,0.18,12
requests,Line_CC,OTHER,-0.38,,-0.54,1462.91,8422837.88,2902.21,0.05,0.09,0.3,0.14,80
requests,Line_EC,OTHER,-3.76,,-4.32,371.67,612249.34,782.46,0.0,0.04,0.14,0.16,80
lodash,Line_CC,BUG,1.0,,1.0,16.63,809.19,28.45,0.43,0.28,0.57,0.45,53
lodash,Line_EC,BUG,1.0,,1.0,17.24,903.7,30.06,0.36,0.26,0.64,0.45,53
lodash,Line_CC,DOCS,0.05,,-0.1,642.44,1927329.55,1388.28,0.69,0.55,0.75,0.82,62
lodash,Line_EC,DOCS,0.04,,-0.11,634.0,1946108.17,1395.03,0.62,0.56,0.75,0.85,62
lodash,Line_CC,REFACTOR,0.98,,0.98,9.56,273.93,16.55,0.67,0.7,1.0,0.7,10
lodash,Line_EC,REFACTOR,0.97,,0.97,13.16,519.21,22.79,0.67,0.7,0.67,0.7,10
lodash,Line_CC,TESTING,0.51,,0.43,274.0,250572.59,500.57,0.33,0.37,0.47,0.49,59
lodash,Line_EC,TESTING,0.48,,0.39,295.05,262994.36,512.83,0.27,0.36,0.47,0.47,59
lodash,Line_CC,FEATURE,0.97,,0.97,0.74,1.65,1.28,0.67,0.7,0.67,0.7,10
lodash,Line_EC,FEATURE,0.94,,0.94,1.09,3.57,1.89,0.67,0.7,0.67,0.7,10
lodash,Line_CC,UPGRADE,1.0,,1.0,0.31,0.21,0.46,1.0,0.64,1.0,0.64,14
lodash,Line_EC,UPGRADE,1.0,,1.0,0.67,0.97,0.99,1.0,0.64,1.0,0.64,14
lodash,Line_CC,RELEASE,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8
lodash,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8
lodash,Line_CC,SUPPORT,0.99,,0.98,75.05,15653.39,125.11,0.43,0.39,0.71,0.64,28
lodash,Line_EC,SUPPORT,0.99,,0.98,76.39,16047.93,126.68,0.43,0.39,0.57,0.64,28
lodash,Line_CC,OTHER,0.92,,0.92,4906.11,165331370.65,12858.12,0.17,0.15,0.24,0.26,284
lodash,Line_EC,OTHER,1.0,,1.0,259.6,973611.86,986.72,0.43,0.34,0.57,0.52,284
json-server,Line_CC,BUG,-173.9,,-205.7,193.17,186448.37,431.8,0.14,0.09,0.14,0.29,56
json-server,Line_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,56
json-server,Line_CC,DOCS,,,,9.0,81.0,9.0,0.0,0.0,0.0,0.0,2
json-server,Line_EC,DOCS,,,,0.0,0.0,0.0,,,,,2
json-server,Line_CC,REFACTOR,-5.29,,-5.29,248.11,70042.48,264.66,0.0,0.08,0.0,0.25,12
json-server,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,12
json-server,Line_CC,TESTING,-51.14,,-155.42,98.06,25169.91,158.65,0.0,0.07,0.0,0.13,15
json-server,Line_EC,TESTING,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,15
pm2,Line_CC,BUG,0.92,,0.91,106.53,30030.97,173.29,0.22,0.1,0.35,0.25,91
pm2,Line_EC,BUG,-0.01,,-0.11,25.44,5646.54,75.14,0.0,0.04,0.15,0.09,91
pm2,Line_CC,DOCS,-48.7,,-148.1,125.11,23593.9,153.6,0.0,0.13,0.25,0.33,15
pm2,Line_EC,DOCS,-55.52,,-168.56,77.45,16260.34,127.52,0.0,0.0,0.0,0.0,15
pm2,Line_CC,REFACTOR,0.32,,0.09,499.88,607421.43,779.37,0.33,0.21,0.33,0.36,33
pm2,Line_EC,REFACTOR,0.01,,-0.32,50.33,22797.64,150.99,0.0,0.0,0.0,0.0,33
pm2,Line_CC,TESTING,-1.59,,-1.96,380.72,539595.43,734.57,0.0,0.11,0.29,0.21,66
pm2,Line_EC,TESTING,-482.25,,-551.29,1.25,26.75,5.17,0.0,0.22,0.0,0.22,66
pm2,Line_CC,FEATURE,0.68,,0.59,119.2,29677.74,172.27,0.3,0.15,0.4,0.33,39
pm2,Line_EC,FEATURE,0.0,,-0.29,18.79,1176.38,34.3,0.0,0.0,0.0,0.0,39
pm2,Line_CC,UPGRADE,-0.25,,-0.53,192.47,61293.92,247.58,0.08,0.09,0.17,0.11,46
pm2,Line_EC,UPGRADE,-2664.96,,-3257.4,8.44,814.6,28.54,0.0,0.12,0.0,0.12,46
pm2,Line_CC,RELEASE,-2.61,,-4.42,6.27,62.67,7.92,0.0,0.19,0.14,0.31,26
pm2,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,26
pm2,Line_CC,SUPPORT,-0.34,,-1.23,64.07,10390.32,101.93,0.33,0.09,0.33,0.14,22
pm2,Line_EC,SUPPORT,0.09,,-0.52,53.42,15887.65,126.05,0.0,0.0,0.0,0.0,22
pm2,Line_CC,OTHER,0.68,,0.65,565.12,1298962.84,1139.72,0.26,0.19,0.63,0.42,108
pm2,Line_EC,OTHER,0.43,,0.38,141.43,103906.13,322.34,0.06,0.05,0.24,0.09,108
video.js,Line_CC,BUG,0.56,,0.54,241.34,263607.0,513.43,0.16,0.11,0.31,0.21,203
video.js,Line_EC,BUG,0.61,,0.59,2949.61,45128256.88,6717.76,0.06,0.08,0.12,0.27,203
video.js,Line_CC,DOCS,-0.16,,-0.33,8104.04,358179070.68,18925.62,0.12,0.1,0.18,0.22,68
video.js,Line_EC,DOCS,-0.12,,-0.28,375947.22,1191964419350.47,1091771.23,0.2,0.14,0.5,0.24,68
video.js,Line_CC,REFACTOR,0.5,,0.33,447.29,380945.21,617.21,0.33,0.37,0.44,0.43,35
video.js,Line_EC,REFACTOR,0.39,,0.19,21096.52,1091661572.0,33040.3,0.33,0.35,0.33,0.48,35
video.js,Line_CC,TESTING,0.92,,0.91,343.22,401144.22,633.36,0.14,0.05,0.29,0.13,82
video.js,Line_EC,TESTING,0.69,,0.66,5313.42,301227424.96,17355.9,0.5,0.36,0.6,0.48,82
video.js,Line_CC,FEATURE,0.89,,0.88,458.62,800377.67,894.64,0.58,0.23,0.79,0.43,75
video.js,Line_EC,FEATURE,0.9,,0.89,4505.29,46630712.91,6828.67,0.33,0.29,0.75,0.61,75
video.js,Line_CC,UPGRADE,-0.5,,-0.5,1332.38,5294284.97,2300.93,0.67,0.0,0.67,0.0,9
video.js,Line_EC,UPGRADE,-0.49,,-0.49,78980.48,18385015405.89,135591.35,0.33,0.0,0.33,0.0,9
video.js,Line_CC,RELEASE,-2.86,,-3.31,1586.06,13237601.38,3638.35,0.0,0.1,0.1,0.2,80
video.js,Line_EC,RELEASE,0.69,,0.65,209.35,521702.43,722.29,0.5,0.0,0.5,0.0,80
video.js,Line_CC,SUPPORT,0.5,,0.25,78.68,14450.57,120.21,0.43,0.32,0.57,0.52,25
video.js,Line_EC,SUPPORT,1.0,,1.0,0.28,0.55,0.74,1.0,0.8,1.0,1.0,25
video.js,Line_CC,OTHER,0.2,,0.18,2997.48,95109703.51,9752.42,0.09,0.1,0.28,0.19,321
video.js,Line_EC,OTHER,0.58,,0.57,1734.18,47601904.23,6899.41,0.28,0.12,0.44,0.23,321
devise,Line_CC,BUG,0.81,,0.79,54.78,6225.56,78.9,0.19,0.22,0.29,0.44,81
devise,Line_EC,BUG,0.08,,-0.02,5.08,130.11,11.41,0.22,0.11,0.22,0.26,81
devise,Line_CC,DOCS,0.92,,0.89,33.58,1454.53,38.14,0.11,0.11,0.33,0.25,36
devise,Line_EC,DOCS,0.79,,0.72,0.1,0.08,0.29,0.0,0.0,1.0,0.0,36
devise,Line_CC,REFACTOR,-0.14,,-0.52,58.55,13520.61,116.28,0.11,0.17,0.44,0.31,35
devise,Line_EC,REFACTOR,-0.04,,-0.39,5.6,272.2,16.5,0.33,0.17,0.67,0.17,35
devise,Line_CC,TESTING,0.81,,0.78,121.15,59168.45,243.25,0.06,0.19,0.19,0.41,64
devise,Line_EC,TESTING,0.02,,-0.13,133.99,171130.23,413.68,0.17,0.11,0.33,0.25,64
devise,Line_CC,FEATURE,-550.39,,-550.39,36.58,1960.51,44.28,0.0,0.0,0.0,0.17,12
devise,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,12
devise,Line_CC,UPGRADE,-0.45,,-1.17,119.48,27915.45,167.08,0.43,0.12,0.57,0.2,25
devise,Line_EC,UPGRADE,0.99,,0.98,0.28,0.57,0.75,1.0,0.5,1.0,0.5,25
devise,Line_CC,RELEASE,0.55,,0.5,24.71,1513.09,38.9,0.24,0.2,0.48,0.37,82
devise,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,82
devise,Line_CC,SUPPORT,0.56,,0.38,140.93,29343.0,171.3,0.38,0.29,0.62,0.42,31
devise,Line_EC,SUPPORT,1.0,,1.0,0.07,0.04,0.21,1.0,0.45,1.0,0.45,31
devise,Line_CC,OTHER,0.69,,0.66,482.29,680045.79,824.65,0.44,0.26,0.59,0.54,107
devise,Line_EC,OTHER,-0.64,,-0.78,168.26,142393.63,377.35,0.06,0.2,0.06,0.38,107
jest,Line_CC,BUG,0.47,,0.42,432.76,942364.34,970.75,0.15,0.17,0.35,0.33,101
jest,Line_EC,BUG,0.72,,0.7,3119.23,38359208.9,6193.48,0.14,0.12,0.43,0.27,101
jest,Line_CC,DOCS,-0.32,,-0.56,3137.38,31559310.39,5617.77,0.0,0.05,0.07,0.14,56
jest,Line_EC,DOCS,-0.05,,-0.24,46957.96,28595006649.83,169100.58,0.0,0.11,0.17,0.19,56
jest,Line_CC,REFACTOR,-0.55,,-3.65,904.98,1672080.76,1293.09,0.5,0.15,0.5,0.23,13
jest,Line_EC,REFACTOR,-0.98,,-4.94,20204.29,808232088.91,28429.42,0.0,0.0,0.0,0.17,13
jest,Line_CC,TESTING,0.83,,0.81,508.06,628331.12,792.67,0.16,0.14,0.42,0.38,76
jest,Line_EC,TESTING,-0.14,,-0.28,14434.15,654421494.91,25581.66,0.08,0.08,0.15,0.14,76
jest,Line_CC,FEATURE,0.77,,0.31,170.08,37291.14,193.11,0.25,0.25,0.5,0.44,16
jest,Line_EC,FEATURE,-0.55,,-3.65,6486.78,103917646.59,10194.0,0.0,0.08,0.0,0.08,16
jest,Line_CC,UPGRADE,0.47,,0.2,859.03,1141538.96,1068.43,0.0,0.07,0.14,0.18,28
jest,Line_EC,UPGRADE,-1.6,,-2.9,27381.59,2513071071.47,50130.54,0.0,0.0,0.25,0.06,28
jest,Line_CC,RELEASE,-1.28,,-1.93,144.45,27594.95,166.12,0.2,0.14,0.3,0.38,37
jest,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,37
jest,Line_CC,SUPPORT,0.0,,-0.25,926.7,2857496.13,1690.41,0.0,0.12,0.18,0.22,41
jest,Line_EC,SUPPORT,0.16,,-0.05,23572.79,3727254465.47,61051.24,0.12,0.05,0.25,0.09,41
jest,Line_CC,OTHER,0.79,,0.78,1916.57,17914213.32,4232.52,0.13,0.12,0.21,0.25,154
jest,Line_EC,OTHER,0.56,,0.54,33427.01,10296514402.76,101471.74,0.06,0.12,0.22,0.29,154
webtorrent,Line_CC,BUG,-1.11,,-5.33,3.79,18.43,4.29,0.25,0.25,0.25,0.5,16
webtorrent,Line_EC,BUG,0.67,,0.01,1.4,3.94,1.98,0.0,0.0,0.5,0.0,16
webtorrent,Line_CC,DOCS,,,,6.0,36.0,6.0,0.0,0.0,0.0,0.0,2
webtorrent,Line_EC,DOCS,,,,8.0,64.0,8.0,0.0,0.0,0.0,0.0,2
npm,Line_CC,BUG,-0.14,,-0.19,3789.3,175873787.22,13261.74,0.26,0.21,0.3,0.25,185
npm,Line_EC,BUG,-0.01,,-0.06,2915.88,155871571.77,12484.85,0.39,0.18,0.42,0.23,185
npm,Line_CC,DOCS,0.99,,0.99,46.15,6884.64,82.97,0.61,0.38,0.67,0.52,130
npm,Line_EC,DOCS,0.98,,0.98,12.17,735.25,27.12,0.79,0.46,0.83,0.69,130
npm,Line_CC,REFACTOR,0.89,,0.87,109.8,47167.06,217.18,0.92,0.71,0.92,0.78,45
npm,Line_EC,REFACTOR,0.98,,0.98,58.56,8987.32,94.8,0.92,0.76,1.0,0.84,45
npm,Line_CC,TESTING,0.92,,0.92,406.35,558604.13,747.4,0.43,0.2,0.5,0.38,173
npm,Line_EC,TESTING,0.88,,0.87,282.39,712140.25,843.88,0.57,0.32,0.57,0.47,173
npm,Line_CC,FEATURE,0.01,,-0.13,241.11,825611.76,908.63,0.76,0.65,0.76,0.66,68
npm,Line_EC,FEATURE,-0.08,,-0.23,258.03,902307.06,949.9,0.71,0.59,0.71,0.62,68
npm,Line_CC,UPGRADE,0.94,,0.94,3592.0,90842470.87,9531.13,0.38,0.25,0.46,0.39,148
npm,Line_EC,UPGRADE,0.99,,0.99,1429.44,15553863.95,3943.84,0.68,0.45,0.72,0.54,148
npm,Line_CC,RELEASE,0.71,,0.67,13.25,468.97,21.66,0.67,0.45,0.89,0.65,69
npm,Line_EC,RELEASE,0.93,,0.92,8.26,309.51,17.59,0.78,0.72,0.78,0.8,69
npm,Line_CC,SUPPORT,0.94,,0.94,68.65,16743.6,129.4,0.5,0.47,0.54,0.56,109
npm,Line_EC,SUPPORT,0.87,,0.86,40.28,12729.56,112.83,0.57,0.44,0.67,0.58,109
npm,Line_CC,OTHER,0.77,,0.76,45781.3,11102072055.66,105366.37,0.33,0.22,0.52,0.35,254
npm,Line_EC,OTHER,0.93,,0.93,15549.33,1543349243.22,39285.48,0.41,0.35,0.61,0.54,254
mongoose,Line_CC,BUG,0.97,,0.97,219.44,215962.83,464.72,0.2,0.21,0.38,0.4,263
mongoose,Line_EC,BUG,0.08,,0.05,74.17,82840.36,287.82,0.11,0.04,0.16,0.05,263
mongoose,Line_CC,DOCS,0.43,,0.4,3870.16,91661880.28,9574.02,0.11,0.14,0.21,0.26,185
mongoose,Line_EC,DOCS,0.9,,0.9,132.12,190018.32,435.91,0.33,0.25,0.4,0.31,185
mongoose,Line_CC,REFACTOR,0.78,,0.76,630.9,2159101.05,1469.39,0.19,0.13,0.24,0.26,84
mongoose,Line_EC,REFACTOR,1.0,,1.0,0.78,7.15,2.67,0.67,0.5,0.67,0.67,84
mongoose,Line_CC,TESTING,0.51,,0.49,205.0,305085.12,552.35,0.28,0.34,0.57,0.56,211
mongoose,Line_EC,TESTING,0.7,,0.69,43.92,16557.96,128.68,0.0,0.22,0.62,0.44,211
mongoose,Line_CC,FEATURE,0.8,,0.76,179.87,110948.49,333.09,0.38,0.25,0.46,0.43,56
mongoose,Line_EC,FEATURE,0.99,,0.99,0.54,1.71,1.31,0.5,0.3,0.5,0.35,56
mongoose,Line_CC,UPGRADE,0.97,,0.96,7.64,133.4,11.55,0.42,0.16,0.42,0.36,45
mongoose,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,45
mongoose,Line_CC,RELEASE,-153.6,,-158.75,946.96,27874154.57,5279.6,0.16,0.21,0.29,0.32,250
mongoose,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,250
mongoose,Line_CC,SUPPORT,1.0,,1.0,1.89,14.21,3.77,1.0,1.0,1.0,1.0,15
mongoose,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,15
mongoose,Line_CC,OTHER,0.68,,0.67,2555.72,74122289.61,8609.43,0.05,0.07,0.17,0.19,261
mongoose,Line_EC,OTHER,-0.04,,-0.07,261.31,757402.0,870.29,0.0,0.02,0.0,0.07,261
superagent,Line_CC,BUG,-0.71,,-0.97,169.5,121773.15,348.96,0.0,0.03,0.0,0.08,63
superagent,Line_EC,BUG,0.09,,-0.05,5.49,347.21,18.63,0.2,0.07,0.4,0.07,63
superagent,Line_CC,DOCS,-0.25,,-1.5,63.19,12883.72,113.51,0.0,0.0,0.0,0.2,20
superagent,Line_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,20
superagent,Line_CC,REFACTOR,-0.48,,-0.48,59.76,6733.44,82.06,0.33,0.09,0.33,0.18,11
superagent,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,11
superagent,Line_CC,TESTING,-25.98,,-33.69,314.05,861424.94,928.13,0.4,0.18,0.4,0.26,38
superagent,Line_EC,TESTING,-269.42,,-346.68,714.8,4538206.4,2130.31,0.25,0.0,0.25,0.0,38
superagent,Line_CC,FEATURE,,,,20.07,402.94,20.07,0.0,0.0,0.0,0.0,4
superagent,Line_EC,FEATURE,,,,29.48,869.07,29.48,0.0,0.0,0.0,0.0,4
superagent,Line_CC,UPGRADE,-162.01,,164.01,95.46,9169.5,95.76,0.0,0.0,0.0,0.0,6
superagent,Line_EC,UPGRADE,0.0,,2.0,0.95,0.91,0.95,0.0,0.0,0.0,0.0,6
superagent,Line_CC,RELEASE,-3.05,,-4.21,9.99,381.72,19.54,0.3,0.45,0.8,0.62,40
superagent,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,40
superagent,Line_CC,SUPPORT,-36.63,,-74.26,50.53,3167.23,56.28,0.0,0.06,0.0,0.18,17
superagent,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,17
superagent,Line_CC,OTHER,-0.73,,-0.89,408.21,762901.25,873.44,0.08,0.09,0.16,0.16,98
superagent,Line_EC,OTHER,-2.62,,-2.95,107.12,92784.15,304.6,0.0,0.03,0.1,0.05,98
keystone,Line_CC,BUG,0.94,,0.88,1650.1,13329090.6,3650.9,0.6,0.2,0.8,0.4,20
keystone,Line_EC,BUG,0.84,,0.68,42772.76,9055947114.5,95162.74,0.0,0.05,0.2,0.2,20
keystone,Line_CC,DOCS,0.42,,-0.74,8494.53,120123318.59,10960.08,0.0,0.0,0.25,0.15,13
keystone,Line_EC,DOCS,0.73,,0.19,5189.57,44684203.53,6684.62,0.0,0.0,0.25,0.23,13
keystone,Line_CC,REFACTOR,0.99,,1.01,8773.55,143575083.49,11982.28,0.5,0.25,0.5,0.38,8
keystone,Line_EC,REFACTOR,0.96,,1.04,15583.76,465496985.5,21575.38,0.5,0.25,0.5,0.25,8
keystone,Line_CC,TESTING,0.47,,-0.59,42393.2,3875897867.03,62256.71,0.0,0.14,0.25,0.21,14
keystone,Line_EC,TESTING,0.49,,-0.53,34789.86,2589472383.08,50886.86,0.0,0.14,0.25,0.14,14
keystone,Line_CC,FEATURE,0.91,,1.09,16.63,412.85,20.32,0.5,0.5,0.5,0.5,8
keystone,Line_EC,FEATURE,0.99,,1.01,1.72,5.42,2.33,0.5,0.29,0.5,0.29,8
keystone,Line_CC,UPGRADE,-33.85,,35.85,53.1,2822.63,53.13,0.0,0.43,0.5,0.57,7
keystone,Line_EC,UPGRADE,-1150.99,,1152.99,45.3,2591.97,50.91,0.0,0.29,0.5,0.29,7
keystone,Line_CC,RELEASE,-6.04,,8.04,47.68,2279.47,47.74,0.0,0.14,0.0,0.29,7
keystone,Line_EC,RELEASE,-403.72,,405.72,29.19,910.62,30.18,0.0,0.29,0.5,0.57,7
keystone,Line_CC,SUPPORT,0.95,,0.95,119.12,16229.65,127.4,0.33,0.33,0.33,0.33,9
keystone,Line_EC,SUPPORT,0.96,,0.96,69.87,7502.42,86.62,0.33,0.22,0.33,0.33,9
keystone,Line_CC,OTHER,0.83,,0.72,81612.86,19653898939.19,140192.36,0.17,0.18,0.33,0.23,22
keystone,Line_EC,OTHER,0.77,,0.62,100431.24,22491728999.93,149972.43,0.0,0.05,0.17,0.14,22
medium-editor,Line_CC,BUG,0.89,,0.87,87.85,19473.04,139.55,0.13,0.05,0.33,0.22,58
medium-editor,Line_EC,BUG,0.75,,0.71,14.15,552.06,23.5,0.1,0.11,0.3,0.22,58
medium-editor,Line_CC,DOCS,0.98,,0.97,132.07,20462.76,143.05,0.5,0.38,0.67,0.52,21
medium-editor,Line_EC,DOCS,0.98,,0.97,4.93,48.61,6.97,1.0,0.89,1.0,0.89,21
medium-editor,Line_CC,REFACTOR,-0.69,,-0.69,75.05,16896.01,129.98,0.67,0.83,0.67,0.83,12
medium-editor,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,12
medium-editor,Line_CC,TESTING,-0.04,,-0.46,25.49,880.91,29.68,0.25,0.42,0.5,0.58,31
medium-editor,Line_EC,TESTING,0.91,,0.87,0.92,6.83,2.61,0.0,0.33,1.0,0.67,31
medium-editor,Line_CC,FEATURE,,,,0.0,0.0,0.0,,,,,3
medium-editor,Line_EC,FEATURE,,,,0.0,0.0,0.0,,,,,3
medium-editor,Line_CC,UPGRADE,0.0,,0.0,1.4,1.96,1.4,1.0,0.78,1.0,0.89,9
medium-editor,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,9
medium-editor,Line_CC,RELEASE,0.94,,0.82,7.84,112.96,10.63,0.5,0.54,0.5,0.69,13
medium-editor,Line_EC,RELEASE,0.91,,0.73,1.43,6.4,2.53,0.5,0.54,0.5,0.54,13
medium-editor,Line_CC,SUPPORT,0.85,,0.85,4.04,34.9,5.91,0.67,0.58,0.67,0.67,12
medium-editor,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,12
medium-editor,Line_CC,OTHER,0.68,,0.63,2082.7,21895696.43,4679.28,0.35,0.27,0.53,0.48,66
medium-editor,Line_EC,OTHER,0.7,,0.66,340.19,365199.37,604.32,0.18,0.17,0.45,0.43,66
pandoc,Line_CC,BUG,0.4,,0.33,427.71,1805653.04,1343.75,0.19,0.2,0.38,0.43,83
pandoc,Line_EC,BUG,-0.36,,-0.51,79.95,22341.8,149.47,0.0,0.1,0.14,0.1,83
pandoc,Line_CC,DOCS,-0.21,,-0.61,134.95,42612.1,206.43,0.0,0.09,0.0,0.17,35
pandoc,Line_EC,DOCS,-0.12,,-0.49,72.11,46800.11,216.33,0.0,0.0,0.0,0.0,35
pandoc,Line_CC,REFACTOR,-0.03,,-0.72,420.48,701467.99,837.54,0.17,0.1,0.33,0.24,21
pandoc,Line_EC,REFACTOR,-59.47,,-99.78,57.2,9885.53,99.43,0.0,0.12,0.0,0.25,21
pandoc,Line_CC,TESTING,0.59,,0.53,1032.8,5025546.17,2241.77,0.19,0.08,0.31,0.2,64
pandoc,Line_EC,TESTING,0.44,,0.35,56.58,23280.92,152.58,0.0,0.07,0.25,0.2,64
pandoc,Line_CC,FEATURE,0.0,,2.0,1.07,1.31,1.15,0.0,0.0,0.0,0.0,6
pandoc,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,6
pandoc,Line_CC,UPGRADE,0.02,,-0.23,154.21,69659.24,263.93,0.09,0.05,0.09,0.14,42
pandoc,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,42
pandoc,Line_CC,RELEASE,-0.4,,-1.1,146.63,46859.22,216.47,0.29,0.08,0.43,0.23,26
pandoc,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,26
pandoc,Line_CC,SUPPORT,-2.62,,-3.42,127.22,46062.17,214.62,0.42,0.17,0.67,0.28,46
pandoc,Line_EC,SUPPORT,-7.97,,-9.96,21.41,2105.15,45.88,0.25,0.13,0.25,0.33,46
pandoc,Line_CC,OTHER,0.6,,0.57,1460.03,8679899.41,2946.17,0.08,0.12,0.31,0.32,104
pandoc,Line_EC,OTHER,-2.94,,-3.28,76.4,39945.99,199.86,0.0,0.11,0.0,0.35,104
swagger-ui,Line_CC,BUG,-0.05,,-0.17,1237.99,28464634.39,5335.23,0.0,0.05,0.38,0.19,81
swagger-ui,Line_EC,BUG,-0.56,,-0.73,4735.62,51551277.59,7179.92,0.05,0.06,0.1,0.1,81
swagger-ui,Line_CC,DOCS,-0.49,,-0.49,4528.43,61323855.7,7830.95,0.33,0.09,0.33,0.09,11
swagger-ui,Line_EC,DOCS,-0.97,,-0.97,561.22,372460.67,610.3,0.0,0.09,0.0,0.09,11
