Project,Model,Task,R_Squared,R_Squared_X,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_25_X,PRED_50,PRED_50_X,T_Records
swagger-ui,Line_CC,REFACTOR,-4.79,,6.79,193.66,44352.31,210.6,0.0,0.0,0.0,0.17,6
swagger-ui,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,6
swagger-ui,Line_CC,TESTING,-244.43,,-408.05,435.53,832956.56,912.66,0.0,0.1,0.0,0.14,21
swagger-ui,Line_EC,TESTING,-61811.21,,-103019.35,11202.33,478151806.56,21866.68,0.0,0.0,0.0,0.0,21
swagger-ui,Line_CC,FEATURE,-0.17,,-0.75,389.89,353574.48,594.62,0.14,0.11,0.14,0.18,28
swagger-ui,Line_EC,FEATURE,-0.14,,-0.71,19353.26,1221363311.16,34948.01,0.0,0.04,0.14,0.11,28
selenium,Line_CC,BUG,0.38,,0.33,2784.46,18799987.51,4335.9,0.15,0.08,0.3,0.2,108
selenium,Line_EC,BUG,-1.72,,-1.95,3189.32,28822881.87,5368.69,0.12,0.06,0.2,0.14,108
selenium,Line_CC,DOCS,-0.54,,-0.71,13985.9,691252870.72,26291.69,0.1,0.06,0.19,0.11,84
selenium,Line_EC,DOCS,0.32,,0.24,3060.36,31002211.25,5567.96,0.2,0.14,0.3,0.26,84
selenium,Line_CC,REFACTOR,0.01,,-0.14,1486.35,13215180.69,3635.27,0.25,0.19,0.38,0.35,63
selenium,Line_EC,REFACTOR,-0.39,,-0.6,2285.49,18169685.03,4262.59,0.0,0.07,0.19,0.17,63
selenium,Line_CC,TESTING,-2.75,,-3.08,4273.91,55425906.11,7444.86,0.08,0.21,0.15,0.3,103
selenium,Line_EC,TESTING,-39.05,,-42.53,5075.84,86202095.93,9284.51,0.04,0.13,0.17,0.25,103
selenium,Line_CC,FEATURE,-25.32,,-51.64,302.95,242496.29,492.44,0.0,0.0,0.0,0.17,18
selenium,Line_EC,FEATURE,-396.43,,-793.86,101.44,50170.99,223.99,0.0,0.1,0.0,0.2,18
selenium,Line_CC,UPGRADE,-0.06,,-0.27,141.98,87147.31,295.21,0.08,0.08,0.31,0.25,52
selenium,Line_EC,UPGRADE,0.02,,-0.18,54.76,20497.49,143.17,0.0,0.1,0.2,0.24,52
selenium,Line_CC,RELEASE,0.08,,-0.01,3061.97,34998487.3,5915.95,0.08,0.09,0.21,0.2,95
selenium,Line_EC,RELEASE,0.09,,0.0,3022.1,34897589.08,5907.42,0.1,0.1,0.33,0.18,95
selenium,Line_CC,SUPPORT,-0.31,,-0.43,5899.16,224398870.51,14979.95,0.08,0.08,0.21,0.21,95
selenium,Line_EC,SUPPORT,-0.36,,-0.49,5082.5,232180661.29,15237.48,0.11,0.11,0.22,0.21,95
selenium,Line_CC,OTHER,-0.01,,-0.09,51093.16,13715857284.02,117114.72,0.24,0.09,0.31,0.27,114
selenium,Line_EC,OTHER,0.03,,-0.04,20685.04,1676881447.12,40949.74,0.07,0.08,0.21,0.19,114
browser-sync,Line_CC,BUG,-5.37,,-5.92,854.34,5819375.68,2412.34,0.04,0.06,0.15,0.14,103
browser-sync,Line_EC,BUG,-0.01,,-0.1,6.85,1220.62,34.94,0.0,0.0,0.0,0.0,103
browser-sync,Line_CC,DOCS,-0.37,,-1.28,37.41,2438.82,49.38,0.0,0.1,0.17,0.1,21
browser-sync,Line_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,21
browser-sync,Line_CC,REFACTOR,-0.35,,2.35,148.0,29648.0,172.19,0.5,0.0,0.5,0.0,5
browser-sync,Line_EC,REFACTOR,-1.0,,3.0,28.0,1568.0,39.6,0.0,0.0,0.0,0.0,5
browser-sync,Line_CC,TESTING,-19.42,,-29.63,221.64,53199.26,230.65,0.0,0.07,0.0,0.11,28
browser-sync,Line_EC,TESTING,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.5,28
browser-sync,Line_CC,FEATURE,-0.21,,-1.02,2649.32,39304259.47,6269.31,0.17,0.27,0.33,0.5,22
browser-sync,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,22
browser-sync,Line_CC,UPGRADE,,,,12.02,144.4,12.02,0.0,0.0,0.0,0.25,4
browser-sync,Line_EC,UPGRADE,,,,0.0,0.0,0.0,,,,,4
generator-jhipster,Line_CC,BUG,0.13,,0.09,847.37,7749165.17,2783.73,0.24,0.1,0.31,0.19,166
generator-jhipster,Line_EC,BUG,0.2,,0.16,82.96,128308.54,358.2,0.14,0.05,0.23,0.09,166
generator-jhipster,Line_CC,DOCS,0.12,,-0.17,27.33,1997.3,44.69,0.0,0.17,0.44,0.34,35
generator-jhipster,Line_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,35
generator-jhipster,Line_CC,REFACTOR,0.31,,0.08,1286.33,3508510.09,1873.1,0.0,0.06,0.0,0.06,34
generator-jhipster,Line_EC,REFACTOR,0.31,,0.08,6.82,352.22,18.77,0.0,0.0,0.0,0.0,34
generator-jhipster,Line_CC,TESTING,-2.38,,-2.64,266.14,308499.39,555.43,0.07,0.12,0.28,0.23,116
generator-jhipster,Line_EC,TESTING,-41.33,,-44.59,73.41,38283.93,195.66,0.11,0.0,0.22,0.02,116
generator-jhipster,Line_CC,FEATURE,-74168.6,,-103836.44,560.35,657096.3,810.61,0.0,0.03,0.0,0.03,31
generator-jhipster,Line_EC,FEATURE,0.0,,-0.4,2.49,36.85,6.07,0.0,0.0,0.0,0.0,31
generator-jhipster,Line_CC,UPGRADE,-0.01,,-0.1,458.64,3483041.28,1866.29,0.04,0.13,0.15,0.2,101
generator-jhipster,Line_EC,UPGRADE,-0.07,,-0.16,17.27,3832.3,61.91,0.0,0.0,0.0,0.0,101
generator-jhipster,Line_CC,RELEASE,0.42,,0.39,1.53,22.27,4.72,0.7,0.71,0.84,0.83,173
generator-jhipster,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,173
generator-jhipster,Line_CC,SUPPORT,-0.14,,-0.28,351.82,578779.42,760.78,0.05,0.07,0.32,0.18,73
generator-jhipster,Line_EC,SUPPORT,-0.08,,-0.22,329.32,1507945.83,1227.98,0.09,0.04,0.09,0.04,73
generator-jhipster,Line_CC,OTHER,0.64,,0.62,1710.39,15396278.16,3923.81,0.16,0.11,0.22,0.25,179
generator-jhipster,Line_EC,OTHER,0.1,,0.06,3093.87,176248248.87,13275.85,0.0,0.06,0.07,0.07,179
karma,Line_CC,BUG,-0.01,,-0.09,166.65,391136.2,625.41,0.17,0.17,0.28,0.33,113
karma,Line_EC,BUG,0.23,,0.17,233.99,862049.19,928.47,0.1,0.17,0.31,0.35,113
karma,Line_CC,DOCS,0.67,,0.62,277.64,228881.44,478.42,0.2,0.07,0.27,0.12,58
karma,Line_EC,DOCS,0.62,,0.56,151.4,64381.74,253.74,0.2,0.1,0.33,0.14,58
karma,Line_CC,REFACTOR,0.85,,0.8,705.71,958502.35,979.03,0.33,0.09,0.33,0.21,34
karma,Line_EC,REFACTOR,-1.07,,-1.76,1082.74,3322454.84,1822.76,0.11,0.12,0.44,0.32,34
karma,Line_CC,TESTING,-0.21,,-0.48,196.38,77451.11,278.3,0.0,0.1,0.0,0.17,48
karma,Line_EC,TESTING,-0.37,,-0.67,141.99,66650.37,258.17,0.08,0.0,0.08,0.1,48
karma,Line_CC,FEATURE,0.65,,0.6,188.97,242340.0,492.28,0.0,0.06,0.18,0.17,66
karma,Line_EC,FEATURE,0.3,,0.2,546.93,2057942.1,1434.55,0.24,0.2,0.24,0.32,66
karma,Line_CC,UPGRADE,0.76,,0.64,3.75,35.46,5.96,0.43,0.48,0.43,0.52,27
karma,Line_EC,UPGRADE,-10348.86,,-15523.79,304.79,329505.61,574.03,0.29,0.11,0.29,0.33,27
karma,Line_CC,RELEASE,0.69,,0.67,21.43,3311.71,57.55,0.47,0.46,0.88,0.78,134
karma,Line_EC,RELEASE,0.86,,0.85,8.44,296.13,17.21,0.5,0.43,0.79,0.65,134
karma,Line_CC,SUPPORT,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
karma,Line_EC,SUPPORT,,,,354.0,125316.0,354.0,0.0,0.0,0.0,0.0,2
karma,Line_CC,OTHER,-0.38,,-0.48,445.64,952004.22,975.71,0.06,0.1,0.22,0.22,127
karma,Line_EC,OTHER,0.71,,0.69,81.53,17600.31,132.67,0.22,0.11,0.31,0.17,127
jsdom,Line_CC,BUG,-1.77,,-7.31,375.56,211212.05,459.58,0.0,0.13,0.25,0.2,15
jsdom,Line_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.5,15
stylus,Line_CC,BUG,0.42,,-0.74,64.93,14852.61,121.87,0.25,0.44,0.75,0.81,16
stylus,Line_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,16
stylus,Line_CC,DOCS,,,,58.58,3432.01,58.58,0.0,0.0,1.0,0.25,4
stylus,Line_EC,DOCS,,,,14.0,196.0,14.0,0.0,0.0,0.0,0.0,4
stylus,Line_CC,REFACTOR,,,,42.0,1764.0,42.0,0.0,0.0,0.0,0.0,2
stylus,Line_EC,REFACTOR,,,,0.0,0.0,0.0,,,,,2
stylus,Line_CC,TESTING,,,,2.0,4.0,2.0,0.0,0.0,1.0,0.5,2
stylus,Line_EC,TESTING,,,,20.0,400.0,20.0,0.0,0.0,0.0,0.0,2
stylus,Line_CC,FEATURE,,,,0.0,0.0,0.0,,,,,2
stylus,Line_EC,FEATURE,,,,0.0,0.0,0.0,,,,,2
pomelo,Line_CC,BUG,0.91,,0.9,31.73,2822.42,53.13,0.38,0.34,0.62,0.52,64
pomelo,Line_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,64
systemjs,Line_CC,BUG,0.02,,-0.06,347.83,2198547.93,1482.75,0.14,0.15,0.29,0.24,111
systemjs,Line_EC,BUG,-0.03,,-0.11,974.81,10263227.17,3203.63,0.11,0.13,0.25,0.22,111
systemjs,Line_CC,DOCS,-0.02,,-0.53,561.47,788413.87,887.93,0.14,0.07,0.14,0.15,27
systemjs,Line_EC,DOCS,-0.43,,-1.14,1407.67,4429972.62,2104.75,0.0,0.04,0.14,0.07,27
systemjs,Line_CC,REFACTOR,0.71,,0.71,142.31,37039.06,192.46,0.33,0.5,0.67,0.58,12
systemjs,Line_EC,REFACTOR,0.94,,0.94,182.41,33273.82,182.41,0.33,0.42,0.67,0.5,12
systemjs,Line_CC,TESTING,0.72,,0.66,6197.1,114732929.71,10711.35,0.08,0.2,0.31,0.3,50
systemjs,Line_EC,TESTING,0.78,,0.74,10854.82,368648010.28,19200.21,0.15,0.14,0.31,0.24,50
systemjs,Line_CC,FEATURE,-0.52,,2.52,27.75,948.06,30.79,0.0,0.0,0.0,0.0,5
systemjs,Line_EC,FEATURE,-0.58,,2.58,56.08,3941.15,62.78,0.0,0.0,0.0,0.2,5
systemjs,Line_CC,UPGRADE,0.08,,0.08,7746.72,106970911.94,10342.67,0.33,0.36,0.67,0.45,11
systemjs,Line_EC,UPGRADE,0.16,,0.16,15249.12,386603200.7,19662.23,0.33,0.55,0.33,0.55,11
systemjs,Line_CC,RELEASE,,,,30.09,905.61,30.09,0.0,0.0,0.0,0.0,3
systemjs,Line_EC,RELEASE,,,,62.45,3900.42,62.45,0.0,0.0,0.0,0.0,3
systemjs,Line_CC,SUPPORT,-247.18,,-292.3,459.7,987234.1,993.6,0.07,0.11,0.07,0.24,54
systemjs,Line_EC,SUPPORT,-304.08,,-359.55,936.93,4854161.19,2203.22,0.07,0.09,0.21,0.19,54
systemjs,Line_CC,OTHER,0.28,,0.24,1860.06,18078330.65,4251.86,0.14,0.17,0.29,0.27,166
systemjs,Line_EC,OTHER,0.16,,0.12,4104.9,84180454.58,9174.99,0.17,0.14,0.28,0.25,166
fpm,Line_CC,BUG,0.75,,0.7,35.51,4471.81,66.87,0.15,0.14,0.38,0.39,51
fpm,Line_EC,BUG,0.5,,0.4,29.33,8308.46,91.15,0.0,0.06,0.0,0.12,51
fpm,Line_CC,DOCS,-3.6,,5.6,85.41,8703.53,93.29,0.0,0.25,0.0,0.38,8
fpm,Line_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,8
fpm,Line_CC,REFACTOR,,,,76.07,5786.64,76.07,0.0,0.25,1.0,0.25,4
fpm,Line_EC,REFACTOR,,,,0.0,0.0,0.0,,,,,4
fpm,Line_CC,TESTING,0.09,,-0.52,51.88,3148.17,56.11,0.17,0.05,0.33,0.1,21
fpm,Line_EC,TESTING,-0.07,,-0.78,78.81,32285.42,179.68,0.0,0.0,0.0,0.5,21
fpm,Line_CC,FEATURE,-139.82,,-421.46,17.72,660.11,25.69,0.0,0.07,0.0,0.07,14
fpm,Line_EC,FEATURE,0.0,,-2.0,0.32,0.42,0.65,0.0,0.0,0.0,0.0,14
fpm,Line_CC,UPGRADE,-0.3,,-2.9,18.83,764.08,27.64,0.25,0.08,0.5,0.31,13
fpm,Line_EC,UPGRADE,-2.58,,-9.74,30.68,2280.44,47.75,0.0,0.0,0.0,0.0,13
fpm,Line_CC,RELEASE,-4.88,,-16.64,4.1,26.46,5.14,0.25,0.31,0.25,0.56,16
fpm,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,16
fpm,Line_CC,SUPPORT,-1.9,,-3.83,147.09,46669.3,216.03,0.0,0.0,0.17,0.19,21
fpm,Line_EC,SUPPORT,-24.53,,-41.55,13.84,1148.72,33.89,0.0,0.17,0.0,0.17,21
fpm,Line_CC,OTHER,0.78,,0.75,70.24,11245.71,106.05,0.17,0.26,0.39,0.38,69
fpm,Line_EC,OTHER,0.26,,0.16,254.32,476065.58,689.98,0.1,0.08,0.3,0.2,69
nightwatch,Line_CC,BUG,0.16,,0.02,316.88,180345.95,424.67,0.0,0.1,0.0,0.22,60
nightwatch,Line_EC,BUG,0.0,,-0.17,7.45,833.23,28.87,0.0,0.0,0.0,0.1,60
nightwatch,Line_CC,DOCS,-9.18,,-9.18,214.66,55600.66,235.8,0.0,0.0,0.33,0.0,11
nightwatch,Line_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,11
nightwatch,Line_CC,REFACTOR,-1.61,,-1.61,1882.43,5172697.62,2274.36,0.0,0.0,0.0,0.0,9
nightwatch,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,9
nightwatch,Line_CC,TESTING,-356.79,,-535.69,2604.65,46075818.46,6787.92,0.14,0.07,0.14,0.25,28
nightwatch,Line_EC,TESTING,0.96,,0.94,1.82,23.19,4.82,1.0,0.33,1.0,0.33,28
nightwatch,Line_CC,FEATURE,0.0,,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,10
nightwatch,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,10
ng-file-upload,Line_CC,BUG,-0.13,,-0.2,1179.0,8182623.75,2860.53,0.09,0.07,0.18,0.11,135
ng-file-upload,Line_EC,BUG,-0.03,,-0.1,3.0,282.94,16.82,0.0,0.0,0.0,0.0,135
natural,Line_CC,BUG,-0.83,,-0.83,91.44,18004.79,134.18,0.0,0.0,0.0,0.11,9
natural,Line_EC,BUG,-88.8,,-88.8,2.77,19.96,4.47,0.0,0.0,0.0,0.0,9
natural,Line_CC,DOCS,,,,62.87,3952.22,62.87,0.0,0.0,0.0,0.0,4
natural,Line_EC,DOCS,,,,0.0,0.0,0.0,,,,,4
dat,Line_CC,BUG,-1.75,,-3.12,80.68,15771.24,125.58,0.14,0.07,0.29,0.07,28
dat,Line_EC,BUG,0.03,,-0.46,2372.59,20430848.53,4520.05,0.0,0.0,0.33,0.18,28
dat,Line_CC,DOCS,,,,233.54,54540.93,233.54,0.0,0.0,0.0,0.0,4
dat,Line_EC,DOCS,,,,14974.79,224244335.54,14974.79,0.0,0.0,0.0,0.25,4
middleman,Line_CC,BUG,0.41,,0.34,1420.93,23328990.77,4830.01,0.29,0.15,0.38,0.28,82
middleman,Line_EC,BUG,0.84,,0.82,10.63,776.23,27.86,0.5,0.21,0.5,0.52,82
middleman,Line_CC,DOCS,0.93,,0.93,13.71,339.5,18.43,0.33,0.55,0.33,0.55,11
middleman,Line_EC,DOCS,0.93,,0.93,13.49,374.75,19.36,0.33,0.55,0.33,0.55,11
middleman,Line_CC,REFACTOR,0.03,,-1.91,203.21,85581.38,292.54,0.25,0.0,0.5,0.25,16
middleman,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,0.5,,0.67,16
middleman,Line_CC,TESTING,-0.04,,-0.34,2525.53,39553485.14,6289.16,0.2,0.13,0.2,0.16,38
middleman,Line_EC,TESTING,-0.1,,-0.41,9.16,774.97,27.84,0.0,0.11,0.5,0.33,38
middleman,Line_CC,FEATURE,0.88,,0.8,163.4,61052.32,247.09,0.4,0.18,0.6,0.27,24
middleman,Line_EC,FEATURE,0.68,,0.47,11.06,455.71,21.35,0.67,0.4,0.67,0.4,24
middleman,Line_CC,UPGRADE,-0.25,,-1.5,3921.1,76742684.63,8760.29,0.4,0.22,0.4,0.33,18
middleman,Line_EC,UPGRADE,0.52,,0.04,1.03,3.57,1.89,0.0,0.0,0.0,0.2,18
middleman,Line_CC,RELEASE,-7.21,,-7.21,2.13,7.29,2.7,0.33,0.56,0.33,0.67,9
middleman,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,9
middleman,Line_CC,SUPPORT,0.6,,0.4,278.47,131375.37,362.46,0.14,0.25,0.29,0.36,28
middleman,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.43,28
middleman,Line_CC,OTHER,0.55,,0.51,4469.62,67215545.96,8198.51,0.29,0.19,0.42,0.27,96
middleman,Line_EC,OTHER,0.41,,0.35,1039.12,14624193.06,3824.16,0.4,0.3,0.6,0.36,96
fluentd,Line_CC,BUG,1.0,,1.0,71.02,9736.43,98.67,0.35,0.33,0.44,0.48,134
fluentd,Line_EC,BUG,1.0,,1.0,4.95,193.02,13.89,0.4,0.29,0.6,0.4,134
core-js,Line_CC,BUG,0.84,,0.83,1608.71,28826580.91,5369.04,0.31,0.2,0.55,0.41,116
core-js,Line_EC,BUG,1.0,,1.0,0.3,1.03,1.02,0.5,0.26,0.5,0.52,116
core-js,Line_CC,DOCS,-0.29,,-2.87,37.63,5513.08,74.25,0.5,0.54,0.75,0.54,13
core-js,Line_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,13
core-js,Line_CC,REFACTOR,-6.79,,-14.58,2170.04,23085038.27,4804.69,0.8,0.65,0.8,0.71,17
core-js,Line_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,17
core-js,Line_CC,TESTING,0.91,,0.89,5809.62,82553742.94,9085.91,0.21,0.27,0.29,0.36,56
core-js,Line_EC,TESTING,0.07,,-0.1,4.42,241.01,15.52,0.75,0.92,0.75,0.92,56
core-js,Line_CC,FEATURE,0.92,,0.84,493.77,609768.57,780.88,0.8,0.55,0.8,0.6,20
core-js,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,20
core-js,Line_CC,UPGRADE,1.0,,1.0,0.92,2.35,1.53,1.0,0.94,1.0,0.94,18
core-js,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,18
core-js,Line_CC,RELEASE,,,,558.0,311364.0,558.0,0.0,0.0,0.0,0.0,3
core-js,Line_EC,RELEASE,,,,0.0,0.0,0.0,,,,,3
core-js,Line_CC,SUPPORT,-166.36,,-222.15,2471.04,17385128.39,4169.55,0.33,0.33,0.44,0.48,33
core-js,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,33
core-js,Line_CC,OTHER,0.98,,0.98,2323.51,15658455.44,3957.08,0.42,0.28,0.53,0.39,141
core-js,Line_EC,OTHER,-0.24,,-0.32,3.73,468.15,21.64,0.25,0.0,0.25,0.0,141
vega,Line_CC,BUG,-41.41,,-48.48,1194.61,8954167.49,2992.35,0.07,0.07,0.2,0.17,58
vega,Line_EC,BUG,-28.61,,-33.54,1072.58,9254989.33,3042.2,0.0,0.17,0.08,0.26,58
vega,Line_CC,DOCS,-305.6,,-366.92,7868.29,252559514.19,15892.12,0.15,0.08,0.23,0.19,52
vega,Line_EC,DOCS,-731.25,,-877.7,17956.09,940029653.36,30659.9,0.08,0.08,0.08,0.13,52
mathjs,Line_CC,BUG,-44.42,,-47.35,3856.25,167978830.14,12960.66,0.06,0.07,0.15,0.2,136
mathjs,Line_EC,BUG,-0.04,,-0.11,76.55,160389.47,400.49,0.0,0.12,0.17,0.19,136
mathjs,Line_CC,DOCS,0.23,,0.08,439.09,671161.78,819.24,0.15,0.1,0.23,0.26,50
mathjs,Line_EC,DOCS,0.0,,-0.2,5.2,351.52,18.75,0.0,0.0,0.0,0.0,50
mathjs,Line_CC,REFACTOR,-0.15,,-0.92,7612.53,246162437.75,15689.56,0.33,0.1,0.33,0.24,21
mathjs,Line_EC,REFACTOR,-0.2,,-1.0,10.83,704.17,26.54,0.0,0.0,0.0,0.0,21
mathjs,Line_CC,TESTING,-0.12,,-0.25,1565.97,17111174.9,4136.57,0.1,0.1,0.35,0.26,80
mathjs,Line_EC,TESTING,0.51,,0.45,22.8,9982.0,99.91,0.0,0.0,0.0,0.0,80
mathjs,Line_CC,FEATURE,-2061.16,,2063.16,45.4,2062.16,45.41,0.0,0.0,0.0,0.0,7
mathjs,Line_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,7
mathjs,Line_CC,UPGRADE,0.07,,-0.55,591.86,522517.32,722.85,0.0,0.0,0.0,0.1,21
mathjs,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,21
mathjs,Line_CC,RELEASE,0.33,,0.28,4356.56,81271159.81,9015.05,0.03,0.09,0.19,0.17,127
mathjs,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,127
mathjs,Line_CC,SUPPORT,-0.61,,-1.07,542.6,543005.98,736.89,0.0,0.15,0.3,0.35,40
mathjs,Line_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,40
mathjs,Line_CC,OTHER,0.81,,0.8,3268.33,60612463.69,7785.4,0.09,0.05,0.17,0.14,138
mathjs,Line_EC,OTHER,0.07,,0.01,147.54,188800.89,434.51,0.0,0.04,0.0,0.08,138
AutoMapper,Line_CC,BUG,0.01,,-0.32,930.69,1544491.81,1242.78,0.0,0.09,0.11,0.27,33
AutoMapper,Line_EC,BUG,-0.79,,-1.39,417.94,734673.79,857.13,0.25,0.08,0.25,0.17,33
AutoMapper,Line_CC,DOCS,0.58,,0.58,60.58,8226.95,90.7,0.0,0.22,0.0,0.22,9
AutoMapper,Line_EC,DOCS,-0.48,,-0.48,156.05,73051.69,270.28,0.0,0.0,0.0,0.0,9
AutoMapper,Line_CC,REFACTOR,0.11,,0.11,273.71,76305.8,276.24,0.0,0.0,0.33,0.09,11
AutoMapper,Line_EC,REFACTOR,0.0,,0.0,71.7,13855.05,117.71,0.0,0.0,0.0,0.0,11
AutoMapper,Line_CC,TESTING,-0.42,,-1.13,721.32,983328.61,991.63,0.14,0.04,0.29,0.14,28
AutoMapper,Line_EC,TESTING,-4.01,,-6.52,184.1,217234.56,466.08,0.33,0.22,0.33,0.44,28
AutoMapper,Line_CC,FEATURE,,,,10695.47,114393007.22,10695.47,0.0,0.0,0.0,0.0,4
AutoMapper,Line_EC,FEATURE,,,,25.48,649.23,25.48,0.0,0.0,0.0,0.0,4
AutoMapper,Line_CC,UPGRADE,-4835.12,,-4835.12,17174.58,483247309.67,21982.89,0.0,0.0,0.0,0.0,11
AutoMapper,Line_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,11
AutoMapper,Line_CC,RELEASE,-0.59,,-0.59,109.49,31215.16,176.68,0.0,0.1,0.0,0.3,10
AutoMapper,Line_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,10
AutoMapper,Line_CC,SUPPORT,0.1,,-0.8,3301.14,27247089.81,5219.87,0.0,0.06,0.0,0.18,17
AutoMapper,Line_EC,SUPPORT,0.82,,0.64,13.92,968.83,31.13,0.0,0.0,1.0,0.5,17
AutoMapper,Line_CC,OTHER,-0.26,,-0.62,23065.75,1819628111.78,42657.1,0.0,0.0,0.0,0.08,39
AutoMapper,Line_EC,OTHER,0.07,,-0.2,1574.46,7973690.82,2823.77,0.0,0.05,0.17,0.3,39
linux,Line_CC,BUG,0.65,,0.64,385.78,1059645.0,1029.39,0.32,0.34,0.6,0.57,547
linux,Line_EC,BUG,0.33,,0.32,269.38,704156.86,839.14,0.17,0.23,0.42,0.47,547
linux,Line_CC,DOCS,0.37,,0.34,276.06,316768.92,562.82,0.13,0.12,0.23,0.21,212
linux,Line_EC,DOCS,0.07,,0.03,83.81,93805.63,306.28,0.2,0.11,0.4,0.26,212
linux,Line_CC,REFACTOR,-3.28,,-3.78,330.56,531478.05,729.03,0.2,0.21,0.35,0.33,78
linux,Line_EC,REFACTOR,0.08,,-0.03,87.33,22097.65,148.65,0.25,0.23,0.42,0.33,78
linux,Line_CC,TESTING,0.39,,0.37,293.06,461277.39,679.17,0.16,0.09,0.34,0.22,232
linux,Line_EC,TESTING,0.39,,0.37,124.77,97111.88,311.63,0.22,0.11,0.24,0.19,232
linux,Line_CC,FEATURE,0.2,,0.15,48.69,5731.17,75.7,0.17,0.15,0.31,0.32,142
linux,Line_EC,FEATURE,0.11,,0.06,28.98,2303.92,48.0,0.05,0.09,0.19,0.26,142
linux,Line_CC,UPGRADE,-0.07,,-0.26,149.01,129603.03,360.0,0.0,0.04,0.14,0.15,53
linux,Line_EC,UPGRADE,0.62,,0.55,12.73,472.03,21.73,0.0,0.0,0.17,0.18,53
linux,Line_CC,RELEASE,-0.02,,-0.06,135.38,596746.26,772.49,0.07,0.09,0.16,0.16,220
linux,Line_EC,RELEASE,0.28,,0.25,11.54,842.37,29.02,0.21,0.15,0.36,0.2,220
linux,Line_CC,SUPPORT,0.74,,0.73,957.36,5933268.49,2435.83,0.12,0.14,0.3,0.3,383
linux,Line_EC,SUPPORT,0.51,,0.5,595.78,2663939.23,1632.16,0.1,0.13,0.2,0.27,383
linux,Line_CC,OTHER,0.86,,0.86,3060.8,64544358.55,8033.95,0.27,0.24,0.51,0.45,559
linux,Line_EC,OTHER,-0.25,,-0.27,3987.19,180238024.18,13425.28,0.24,0.22,0.4,0.37,559
