Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
home-assistant,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.79,0.79,560,0,0.441
home-assistant,Module,BUG,0.5,0.5,96.51,242535.91,492.48,0.07,0.16,560,0,0.441
angular,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.99,0.99,411,0,0.253
angular,Module,BUG,0.9,0.9,318.95,434009.6,658.79,0.2,0.41,411,0,0.253
node,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.94,0.94,596,0,0.307
node,Module,BUG,0.99,0.99,101.59,31942.48,178.72,0.43,0.54,596,0,0.307
neutron,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.87,0.87,203,0,0.352
neutron,Module,BUG,0.96,0.96,58.6,8803.5,93.83,0.5,0.68,203,0,0.352
gitlabhq,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.82,0.82,1154,0,0.3
gitlabhq,Module,BUG,0.88,0.88,101.46,169821.41,412.09,0.27,0.46,1154,0,0.3
moby,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.73,0.73,319,0,0.476
moby,Module,BUG,0.98,0.98,18.19,1300.2,36.06,0.32,0.5,319,0,0.476
tensorflow,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.96,0.96,106,0,0.204
tensorflow,Module,BUG,0.94,0.94,439.3,2476426.63,1573.67,0.16,0.32,106,0,0.204
vue,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.85,0.85,248,0,0.452
vue,Module,BUG,0.99,0.99,13.19,1275.01,35.71,0.25,0.49,248,0,0.452
angular,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.98,0.98,411,0,0.299
angular,Module,DOCS,0.91,0.91,92.76,48835.91,220.99,0.33,0.55,411,0,0.299
home-assistant,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.11,0.11,560,0,0.65
home-assistant,Module,DOCS,0.96,0.96,20.98,12850.01,113.36,0.01,0.02,560,0,0.65
node,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.76,0.76,596,0,0.391
node,Module,DOCS,0.99,0.99,6.97,160.0,12.65,0.4,0.5,596,0,0.391
angular,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.91,0.91,411,0,0.339
angular,Module,REFACTOR,0.8,0.8,220.22,239094.52,488.97,0.15,0.34,411,0,0.339
home-assistant,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.14,0.14,560,0,0.644
home-assistant,Module,REFACTOR,0.84,0.84,12.68,4549.52,67.45,0.01,0.03,560,0,0.644
node,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.59,0.59,596,0,0.424
node,Module,REFACTOR,0.94,0.94,50.07,8754.89,93.57,0.18,0.26,596,0,0.424
neutron,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.44,0.44,203,0,0.539
neutron,Module,DOCS,0.84,0.84,17.34,1384.33,37.21,0.1,0.18,203,0,0.539
moby,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.49,0.49,319,0,0.555
moby,Module,DOCS,0.87,0.87,24.59,3938.82,62.76,0.06,0.17,319,0,0.555
tensorflow,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.58,0.58,106,0,0.397
tensorflow,Module,DOCS,0.24,0.2,412.56,2177577.01,1475.66,0.03,0.05,106,0,0.397
vue,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.08,0.08,248,0,0.659
vue,Module,DOCS,1.0,1.0,0.27,11.06,3.33,0.05,0.07,248,0,0.659
gitlabhq,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.58,0.58,1154,0,0.431
gitlabhq,Module,DOCS,0.93,0.93,23.23,7831.93,88.5,0.15,0.31,1154,0,0.431
angular,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.87,0.87,411,0,0.365
angular,Module,TESTING,0.68,0.68,109.23,106882.49,326.93,0.11,0.22,411,0,0.365
node,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.83,0.83,596,0,0.331
node,Module,TESTING,0.97,0.97,278.86,245698.57,495.68,0.28,0.37,596,0,0.331
home-assistant,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.23,0.23,560,0,0.601
home-assistant,Module,TESTING,0.59,0.59,55.55,84360.7,290.45,0.02,0.04,560,0,0.601
angular,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.8,0.8,411,0,0.392
angular,Module,FEATURE,0.81,0.81,137.31,320166.42,565.83,0.2,0.42,411,0,0.392
node,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.36,0.36,596,0,0.573
node,Module,FEATURE,0.81,0.81,3.92,50.09,7.08,0.05,0.12,596,0,0.573
neutron,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.44,0.44,203,0,0.53
neutron,Module,REFACTOR,0.9,0.9,14.48,627.96,25.06,0.1,0.23,203,0,0.53
home-assistant,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.1,0.1,560,0,0.654
home-assistant,Module,FEATURE,0.91,0.91,5.53,2762.79,52.56,0.02,0.04,560,0,0.654
moby,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.29,0.29,319,0,0.596
moby,Module,REFACTOR,0.9,0.9,3.87,71.35,8.45,0.08,0.14,319,0,0.596
tensorflow,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.43,0.43,106,0,0.502
tensorflow,Module,REFACTOR,0.98,0.98,32.32,6751.47,82.17,0.16,0.29,106,0,0.502
gitlabhq,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.38,0.38,1154,0,0.511
gitlabhq,Module,REFACTOR,0.97,0.97,11.98,690.4,26.28,0.15,0.28,1154,0,0.511
vue,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.26,0.26,248,0,0.61
vue,Module,REFACTOR,0.99,0.99,1.06,6.36,2.52,0.12,0.18,248,0,0.61
angular,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.55,0.55,411,0,0.511
angular,Module,UPGRADE,0.43,0.42,58.11,27441.06,165.65,0.04,0.08,411,0,0.511
node,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.85,0.85,596,0,0.371
node,Module,UPGRADE,0.96,0.96,1181.07,3922387.58,1980.5,0.34,0.47,596,0,0.371
home-assistant,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.27,0.27,560,0,0.578
home-assistant,Module,UPGRADE,0.84,0.84,27.65,11680.97,108.08,0.08,0.14,560,0,0.578
angular,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.91,0.91,411,0,0.406
angular,Module,RELEASE,0.96,0.96,2.49,20.81,4.56,0.47,0.67,411,0,0.406
moby,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.59,0.59,319,0,0.514
moby,Module,TESTING,0.84,0.84,24.52,8824.58,93.94,0.14,0.26,319,0,0.514
gitlabhq,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.54,0.54,1154,0,0.451
gitlabhq,Module,TESTING,0.99,0.99,419.58,6750832.43,2598.24,0.06,0.12,1154,0,0.451
neutron,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.79,0.79,203,0,0.386
neutron,Module,TESTING,0.96,0.96,56.11,10627.94,103.09,0.34,0.46,203,0,0.386
tensorflow,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.75,0.75,106,0,0.335
tensorflow,Module,TESTING,0.93,0.93,129.9,77333.9,278.09,0.18,0.36,106,0,0.335
node,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.61,0.61,596,0,0.409
node,Module,RELEASE,0.97,0.97,3.08,47.71,6.91,0.38,0.47,596,0,0.409
vue,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.46,0.46,248,0,0.558
vue,Module,TESTING,1.0,1.0,3.0,46.39,6.81,0.14,0.25,248,0,0.558
home-assistant,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.07,0.07,560,0,0.632
home-assistant,Module,RELEASE,0.51,0.51,4.66,5318.49,72.93,0.01,0.03,560,0,0.632
angular,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.4,0.4,411,0,0.576
angular,Module,SUPPORT,0.94,0.94,2.26,23.62,4.86,0.13,0.25,411,0,0.576
node,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.69,0.69,596,0,0.403
node,Module,SUPPORT,0.98,0.98,24.14,2884.98,53.71,0.27,0.46,596,0,0.403
home-assistant,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.26,0.26,560,0,0.591
home-assistant,Module,SUPPORT,0.65,0.65,28.28,19532.68,139.76,0.06,0.12,560,0,0.591
neutron,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.26,0.26,203,0,0.603
neutron,Module,FEATURE,0.85,0.85,2.7,48.29,6.95,0.08,0.14,203,0,0.603
moby,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.16,0.16,319,0,0.629
moby,Module,FEATURE,0.86,0.86,0.6,2.36,1.54,0.05,0.1,319,0,0.629
tensorflow,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.45,0.45,106,0,0.498
tensorflow,Module,FEATURE,0.95,0.95,7.26,224.75,14.99,0.16,0.33,106,0,0.498
gitlabhq,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.45,0.45,1154,0,0.49
gitlabhq,Module,FEATURE,0.8,0.8,17.08,2771.03,52.64,0.1,0.22,1154,0,0.49
angular,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.95,0.95,411,0,0.305
angular,Module,OTHER,0.7,0.7,339.17,587175.3,766.27,0.14,0.3,411,0,0.305
vue,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.13,0.13,248,0,0.643
vue,Module,FEATURE,0.96,0.96,0.96,16.74,4.09,0.05,0.08,248,0,0.643
node,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.99,0.99,596,0,0.271
node,Module,OTHER,0.98,0.98,1841.43,8240740.97,2870.67,0.31,0.41,596,0,0.271
home-assistant,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.99,0.99,560,0,0.373
home-assistant,Module,OTHER,0.7,0.7,960.1,15024816.56,3876.19,0.04,0.08,560,0,0.373
moby,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.39,0.39,319,0,0.58
moby,Module,UPGRADE,0.94,0.94,2.04,18.34,4.28,0.16,0.24,319,0,0.58
neutron,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.53,0.53,203,0,0.523
neutron,Module,UPGRADE,0.96,0.96,4.67,58.61,7.66,0.08,0.25,203,0,0.523
gitlabhq,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.43,0.43,1154,0,0.501
gitlabhq,Module,UPGRADE,0.7,0.7,15.7,3895.09,62.41,0.06,0.12,1154,0,0.501
tensorflow,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.66,0.66,106,0,0.394
tensorflow,Module,UPGRADE,0.96,0.96,149.69,1860555.28,1364.02,0.13,0.28,106,0,0.394
vue,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.1,0.1,248,0,0.659
vue,Module,UPGRADE,0.95,0.95,1.02,50.78,7.13,0.0,0.02,248,0,0.659
moby,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.27,0.27,319,0,0.618
moby,Module,RELEASE,0.7,0.7,2.26,42.56,6.52,0.04,0.08,319,0,0.618
neutron,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.6,0.6,203,0,0.5
neutron,Module,RELEASE,0.89,0.89,7.2,200.15,14.15,0.15,0.28,203,0,0.5
gitlabhq,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.3,0.3,1154,0,0.575
gitlabhq,Module,RELEASE,0.99,0.99,0.96,5.7,2.39,0.09,0.18,1154,0,0.575
tensorflow,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.74,0.74,106,0,0.366
tensorflow,Module,RELEASE,0.35,0.32,70.03,15599.26,124.9,0.06,0.13,106,0,0.366
vue,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.84,0.84,248,0,0.487
vue,Module,RELEASE,0.99,0.99,2.12,16.76,4.09,0.17,0.38,248,0,0.487
moby,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.42,0.42,319,0,0.558
moby,Module,SUPPORT,0.98,0.98,7.6,301.15,17.35,0.11,0.18,319,0,0.558
neutron,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.7,0.7,203,0,0.437
neutron,Module,SUPPORT,0.98,0.98,18.56,868.85,29.48,0.35,0.54,203,0,0.437
gitlabhq,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.38,0.38,1154,0,0.516
gitlabhq,Module,SUPPORT,0.84,0.84,14.77,1968.6,44.37,0.1,0.19,1154,0,0.516
tensorflow,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.58,0.58,106,0,0.418
tensorflow,Module,SUPPORT,1.0,1.0,32.42,3814.88,61.76,0.32,0.42,106,0,0.418
vue,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.32,0.32,248,0,0.593
vue,Module,SUPPORT,1.0,1.0,1.76,19.24,4.39,0.12,0.22,248,0,0.593
moby,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.91,0.91,319,0,0.434
moby,Module,OTHER,0.96,0.96,175.39,246585.21,496.57,0.23,0.38,319,0,0.434
neutron,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.88,0.88,203,0,0.279
neutron,Module,OTHER,0.97,0.97,483.06,961968.97,980.8,0.45,0.63,203,0,0.279
gitlabhq,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.97,0.97,1154,0,0.25
gitlabhq,Module,OTHER,0.98,0.98,321.72,412755.67,642.46,0.31,0.5,1154,0,0.25
tensorflow,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.98,0.98,106,0,0.156
tensorflow,Module,OTHER,0.8,0.79,7797.57,549571436.04,23442.94,0.08,0.11,106,0,0.156
vue,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.95,0.95,248,0,0.412
vue,Module,OTHER,0.99,0.99,24.89,2323.23,48.2,0.24,0.46,248,0,0.412
orleans,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.82,0.82,114,0,0.353
orleans,Module,BUG,0.97,0.97,25.12,2650.49,51.48,0.33,0.5,114,0,0.353
roslyn,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.59,0.59,102,0,0.352
roslyn,Module,BUG,0.96,0.96,456.68,999615.16,999.81,0.24,0.31,102,0,0.352
ansible,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.9,0.9,303,0,0.219
ansible,Module,BUG,0.98,0.98,2023.19,11229698.08,3351.07,0.24,0.27,303,0,0.219
orleans,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.28,0.28,114,0,0.615
orleans,Module,DOCS,0.94,0.94,0.88,11.8,3.43,0.11,0.17,114,0,0.615
roslyn,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.4,0.4,102,0,0.515
roslyn,Module,DOCS,0.9,0.89,22.43,5375.73,73.32,0.05,0.14,102,0,0.515
ansible,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.63,0.63,303,0,0.362
ansible,Module,DOCS,1.0,1.0,371.09,451192.34,671.71,0.14,0.2,303,0,0.362
orleans,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.26,0.26,114,0,0.614
orleans,Module,REFACTOR,0.92,0.92,6.61,219.27,14.81,0.1,0.16,114,0,0.614
roslyn,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.41,0.41,102,0,0.484
roslyn,Module,REFACTOR,0.83,0.82,1188.92,25190854.13,5019.05,0.01,0.03,102,0,0.484
ansible,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.42,0.42,303,0,0.469
ansible,Module,REFACTOR,0.93,0.93,1142.25,6726110.39,2593.47,0.02,0.03,303,0,0.469
orleans,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.61,0.61,114,0,0.424
orleans,Module,TESTING,0.94,0.94,85.4,24767.53,157.38,0.13,0.2,114,0,0.424
roslyn,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.56,0.56,102,0,0.388
roslyn,Module,TESTING,0.9,0.89,679.36,2952318.83,1718.23,0.11,0.24,102,0,0.388
ansible,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.74,0.74,303,0,0.31
ansible,Module,TESTING,0.94,0.94,3191.06,34323875.94,5858.66,0.15,0.28,303,0,0.31
kubernetes,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.61,0.61,641,0,0.36
kubernetes,Module,BUG,0.86,0.86,324.35,766458.44,875.48,0.13,0.24,641,0,0.36
lock,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.48,0.48,492,0,0.527
lock,Module,BUG,0.49,0.48,81.89,79703.49,282.32,0.04,0.09,492,0,0.527
cli,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.9,0.9,109,0,0.401
cli,Module,BUG,0.46,0.43,69.26,125547.27,354.33,0.17,0.35,109,0,0.401
angular.js,Line,BUG,1.0,1.0,0.0,0.0,0.0,1.0,1.0,204,0,0.127
angular.js,Module,BUG,0.99,0.99,105.51,31477.68,177.42,0.4,0.61,204,0,0.127
kubernetes,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.44,0.44,641,0,0.495
kubernetes,Module,DOCS,0.85,0.85,106.89,44196.02,210.23,0.06,0.17,641,0,0.495
orleans,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.1,0.1,114,0,0.644
orleans,Module,FEATURE,0.99,0.99,8.95,2502.17,50.02,0.06,0.08,114,0,0.644
roslyn,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.41,0.41,102,0,0.492
roslyn,Module,FEATURE,0.79,0.78,708.32,6117687.49,2473.4,0.03,0.06,102,0,0.492
nova,Line,BUG,1.0,1.0,0.0,0.0,0.0,0.89,0.89,234,0,0.198
nova,Module,BUG,0.98,0.98,133.06,46938.66,216.65,0.46,0.69,234,0,0.198
lock,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.03,0.03,492,0,0.67
lock,Module,DOCS,1.0,1.0,199.27,2650369.48,1628.0,0.0,0.0,492,0,0.67
ansible,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.38,0.38,303,0,0.488
ansible,Module,FEATURE,0.9,0.9,187.69,128372.96,358.29,0.04,0.12,303,0,0.488
kubernetes,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.41,0.41,641,0,0.502
kubernetes,Module,REFACTOR,0.98,0.98,27.65,5991.47,77.4,0.15,0.25,641,0,0.502
lock,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.04,0.04,492,0,0.673
lock,Module,REFACTOR,0.99,0.99,2.35,253.69,15.93,0.0,0.01,492,0,0.673
cli,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.24,0.24,109,0,0.615
cli,Module,DOCS,0.91,0.91,2.99,165.05,12.85,0.06,0.1,109,0,0.615
angular.js,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.97,0.97,204,0,0.154
angular.js,Module,DOCS,0.94,0.94,85.48,43553.6,208.69,0.33,0.58,204,0,0.154
nova,Line,DOCS,1.0,1.0,0.0,0.0,0.0,0.62,0.62,234,0,0.394
nova,Module,DOCS,0.98,0.98,15.1,852.36,29.2,0.34,0.43,234,0,0.394
roslyn,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.4,0.4,102,0,0.533
roslyn,Module,UPGRADE,0.63,0.61,98.61,140772.74,375.2,0.0,0.05,102,0,0.533
orleans,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.25,0.25,114,0,0.585
orleans,Module,UPGRADE,0.77,0.76,10.69,1166.07,34.15,0.08,0.11,114,0,0.585
kubernetes,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.57,0.57,641,0,0.388
kubernetes,Module,TESTING,0.86,0.86,192.89,234454.39,484.2,0.19,0.26,641,0,0.388
lock,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.14,0.14,492,0,0.641
lock,Module,TESTING,0.99,0.99,22.27,37054.42,192.5,0.01,0.03,492,0,0.641
ansible,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.57,0.57,303,0,0.418
ansible,Module,UPGRADE,0.96,0.96,19.52,1539.69,39.24,0.15,0.29,303,0,0.418
kubernetes,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.39,0.39,641,0,0.531
kubernetes,Module,FEATURE,0.97,0.97,14.33,1390.88,37.29,0.1,0.17,641,0,0.531
lock,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.01,0.01,492,0,0.672
lock,Module,FEATURE,0.97,0.97,567.89,36045774.4,6003.81,0.0,0.0,492,0,0.672
cli,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.58,0.58,109,0,0.511
cli,Module,REFACTOR,0.9,0.9,38.14,21935.92,148.11,0.18,0.28,109,0,0.511
angular.js,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.8,0.8,204,0,0.305
angular.js,Module,REFACTOR,0.95,0.95,20.1,1654.64,40.68,0.25,0.45,204,0,0.305
roslyn,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.32,0.32,102,0,0.553
roslyn,Module,RELEASE,0.77,0.76,53.97,50324.21,224.33,0.0,0.04,102,0,0.553
nova,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,0.61,0.61,234,0,0.41
nova,Module,REFACTOR,0.93,0.93,34.77,5143.35,71.72,0.12,0.24,234,0,0.41
orleans,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.32,0.32,114,0,0.592
orleans,Module,RELEASE,0.85,0.84,1.25,12.19,3.49,0.08,0.12,114,0,0.592
kubernetes,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.49,0.49,641,0,0.459
kubernetes,Module,UPGRADE,0.99,0.99,8.92,503.73,22.44,0.18,0.27,641,0,0.459
lock,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,0.06,0.06,492,0,0.664
lock,Module,UPGRADE,0.98,0.98,22.67,166827.97,408.45,0.01,0.01,492,0,0.664
ansible,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.92,0.92,303,0,0.357
ansible,Module,RELEASE,0.9,0.9,19.26,730.88,27.03,0.28,0.45,303,0,0.357
kubernetes,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.47,0.47,641,0,0.404
kubernetes,Module,RELEASE,0.56,0.56,89.47,26895.68,164.0,0.02,0.06,641,0,0.404
cli,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.84,0.84,109,0,0.405
cli,Module,TESTING,0.95,0.95,125.63,788206.42,887.81,0.12,0.25,109,0,0.405
lock,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,0.56,0.56,492,0,0.537
lock,Module,RELEASE,0.96,0.96,27.15,9607.39,98.02,0.09,0.14,492,0,0.537
nova,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.84,0.84,234,0,0.301
nova,Module,TESTING,0.95,0.95,251.37,270318.25,519.92,0.18,0.34,234,0,0.301
angular.js,Line,TESTING,1.0,1.0,0.0,0.0,0.0,0.83,0.83,204,0,0.281
angular.js,Module,TESTING,0.96,0.96,17.82,859.91,29.32,0.29,0.48,204,0,0.281
roslyn,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.46,0.46,102,0,0.462
roslyn,Module,SUPPORT,0.81,0.8,1345.93,52652286.9,7256.19,0.09,0.14,102,0,0.462
orleans,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.57,0.57,114,0,0.498
orleans,Module,SUPPORT,0.99,0.99,6.86,365.11,19.11,0.21,0.38,114,0,0.498
ansible,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.63,0.63,303,0,0.381
ansible,Module,SUPPORT,0.98,0.98,163.0,113306.8,336.61,0.19,0.25,303,0,0.381
kubernetes,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.51,0.51,641,0,0.448
kubernetes,Module,SUPPORT,0.99,0.99,65.75,31554.19,177.63,0.16,0.26,641,0,0.448
lock,Line,SUPPORT,1.0,1.0,0.0,0.0,0.0,0.14,0.14,492,0,0.638
lock,Module,SUPPORT,0.93,0.93,13.22,9289.97,96.38,0.01,0.03,492,0,0.638
cli,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.2,0.2,109,0,0.628
cli,Module,FEATURE,0.73,0.72,39.96,86040.45,293.33,0.02,0.02,109,0,0.628
kubernetes,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.84,0.84,641,0,0.291
kubernetes,Module,OTHER,0.97,0.97,1162.49,5480640.1,2341.08,0.19,0.37,641,0,0.291
angular.js,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.79,0.79,204,0,0.319
angular.js,Module,FEATURE,0.92,0.92,29.99,5614.89,74.93,0.3,0.44,204,0,0.319
nova,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,0.44,0.44,234,0,0.538
nova,Module,FEATURE,0.88,0.88,3.82,87.72,9.37,0.24,0.33,234,0,0.538
roslyn,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.61,0.61,102,0,0.307
roslyn,Module,OTHER,0.89,0.88,7444.29,794528286.81,28187.38,0.13,0.27,102,0,0.307
lock,Line,OTHER,1.0,1.0,0.0,0.0,0.0,1.0,1.0,492,0,0.344
lock,Module,OTHER,0.66,0.66,309.02,3043270.14,1744.5,0.02,0.09,492,0,0.344
orleans,Line,OTHER,1.0,1.0,0.0,0.0,0.0,0.9,0.9,114,0,0.297
orleans,Module,OTHER,0.96,0.96,276.35,294370.98,542.56,0.21,0.38,114,0,0.297
